|name   |alt_name  |ra         |dec        |vmag |multiple|class                                              |bii      |lii      |parallax|
|HR 8250|          |21 34 34.01|+22 45 16.9| 6.47|        |                                           STAR F7V|-21.08250|74.48360 |        |
|HR 1048|66    Ari |03 28 26.59|+22 48 15.1| 6.03|        |                                          STAR K0IV|-27.29580|163.95400|        |
|HR 5972|44Pi  Ser |16 02 17.69|+22 48 15.8| 4.83|        |                                           STAR A3V|46.78060 |38.13740 |0.012   |
|HR 1392|69Ups Tau |04 26 18.50|+22 48 49.0| 4.28|W       |                                           STAR A8V|-17.97860|174.30200|0.036   |
|HR 7183|          |18 59 58.10|+22 48 52.9| 6.29|        |                                         STAR M3III|8.41160  |54.31840 |        |
|HR 4873|          |12 50 17.40|+22 51 47.9| 6.43|        |                                         STAR K0III|85.72710 |299.38000|        |
|HR 2879|          |07 32 50.59|+22 53 16.1| 6.54|        |                                          STAR K0II|18.94570 |196.30400|        |
|HR 2197|6    Gem  |06 12 19.10|+22 54 29.9| 6.39|        |                                           STAR M1I|2.19170  |188.21800|0.003   |
|HR 6741|97    Her |18 02 30.10|+22 55 23.2| 6.21|        |                                           STAR B3V|20.56710 |48.90530 |        |
|HR 2810|58    Gem |07 23 28.20|+22 56 43.1| 6.02|        |                                           STAR A1V|16.97430 |195.37800|        |
|HR 8321|12    Peg |21 46 04.39|+22 56 56.0| 5.29|        |                                           STAR K0I|-22.82960|76.64340 |0.006   |
|HR 1497|94Tau Tau |04 42 14.69|+22 57 24.8| 4.28|W       |                                           STAR B3V|-15.07170|176.64500|0.017   |
|HR 6480|73    Her |17 24 06.60|+22 57 37.1| 5.74|        |                                          STAR F0IV|28.85730 |45.53070 |        |
|HR 3773|4Lam Leo  |09 31 43.20|+22 58 05.2| 4.31|        |                                         STAR K5III|44.86400 |206.69300|0.020   |
|HR 3617|          |09 07 26.90|+22 58 52.0| 6.40|        |                                           STAR F4V|39.51180 |204.53100|0.004   |
|HR 5665|          |15 13 31.90|+22 58 59.9| 6.30|        |                                           STAR A2V|57.65990 |33.55870 |        |
|HR 1399|72    Tau |04 27 17.50|+22 59 47.0| 5.53|D       |                                           STAR B7V|-17.68780|174.31300|        |
|HR 2951|          |07 40 58.51|+23 01 07.0| 5.89|        |                                            STAR K5|20.73100 |196.91800|        |
|HR 7318|2    Vul  |19 17 43.61|+23 01 32.2| 5.43|        |                                          STAR B0IV|4.85350  |56.35810 |0.007   |
|HR 4685|8    Com  |12 19 19.10|+23 02 04.9| 6.27|        |                                         STAR A5III|81.65750 |240.55500|        |
|HR 8922|          |23 29 05.59|+23 02 52.1| 6.35|        |                                         STAR G9III|-36.02490|99.35030 |        |
|HR 6430|          |17 17 35.90|+23 05 26.9| 6.45|        |                                            STAR K2|30.31530 |45.10670 |        |
|HR 4362|72    Leo |11 15 12.19|+23 05 44.2| 4.63|        |                                          STAR M3II|67.88140 |218.09600|0.010   |
|HR 7641|14    Vul |19 59 10.51|+23 06 05.0| 5.67|        |                                            STAR F0|-3.41300 |61.10900 |0.019   |
|HR 4039|39    Leo |10 17 14.59|+23 06 22.0| 5.82|        |                                           STAR F8V|54.99970 |210.80800|0.062   |
|HR 2173|3    Gem  |06 09 43.99|+23 06 47.9| 5.75|        |                                           STAR B2I|1.76880  |187.75200|        |
|HR 3224|          |08 13 41.71|+23 08 16.1| 6.56|        |                                          STAR A4IV|27.81680 |199.70100|        |
|HR 3021|82    Gem |07 48 33.60|+23 08 28.0| 6.18|        |                                         STAR G2III|22.40000 |197.48000|        |
|HR 676 |          |02 18 58.01|+23 10 04.1| 6.46|        |                                           STAR A1V|-35.44140|147.80300|        |
|HR 1221|33    Tau |03 57 03.79|+23 10 32.2| 6.06|D       |                                          STAR B9IV|-22.62550|169.09500|        |
|HR 4192|41    LMi |10 43 25.01|+23 11 17.9| 5.08|        |                                           STAR A3V|60.84280 |213.52000|0.016   |
|HR 1961|          |05 43 19.51|+23 12 15.1| 6.21|        |                                           STAR B2V|-3.43300 |184.62200|        |
|HR 7677|          |20 04 58.61|+23 12 37.1| 6.45|S       |                                           STAR A5V|-4.48930 |61.90580 |        |
|HR 5454|          |14 36 06.89|+23 15 01.1| 6.38|        |                                            STAR K0|66.04870 |29.44540 |        |
|HR 2134|1    Gem  |06 04 07.20|+23 15 47.9| 4.16|W       |                                         STAR G7III|0.71520  |186.99300|0.031   |
|HR 6882|          |18 22 08.71|+23 17 07.1| 5.41|        |                                         STAR M0III|16.52660 |51.06900 |        |
|HR 6854|          |18 18 07.70|+23 17 48.1| 6.63|W       |                                            STAR K5|17.38110 |50.70610 |        |
|HR 4322|64    Leo |11 07 39.70|+23 19 25.0| 6.46|        |                                            STAR A5|66.26740 |216.37300|        |
|HR 1951|          |05 41 54.60|+23 19 35.0| 6.59|        |                                            STAR B8|-3.64570 |184.34700|        |
|HR 2304|          |06 25 32.90|+23 19 36.8| 6.06|D       |                                           STAR A2V|5.07370  |189.28000|        |
|HR 1459|          |04 36 29.21|+23 20 26.9| 6.02|        |                                          STAR F5IV|-15.85360|175.46700|        |
|HR 8240|          |21 32 27.10|+23 23 39.8| 6.70|        |                                            STAR B9|-20.28890|74.61900 |        |
|HR 8905|68Ups Peg |23 25 22.80|+23 24 15.1| 4.40|        |                                         STAR F8III|-35.36150|98.55740 |0.036   |
|HR 4031|36Zet Leo |10 16 41.40|+23 25 01.9| 3.44|W       |                                         STAR F0III|54.95490 |210.22800|0.017   |
|HR 271 |38Eta And |00 57 12.41|+23 25 03.0| 4.42|W       |                                         STAR G8III|-39.43500|124.64600|0.009   |
|HR 1172|          |03 48 20.90|+23 25 16.0| 5.45|D       |                                           STAR B8V|-23.82530|167.33200|        |
|HR 3804|          |09 33 59.09|+23 27 14.0| 6.25|        |                                               STAR|45.49710 |206.23100|        |
|HR 6208|          |16 41 00.60|+24 51 31.0| 6.06|        |                                            STAR K2|38.81760 |44.12030 |        |
|HR 617 |13Alp Ari |02 07 10.39|+23 27 45.0| 2.00|        |                                         STAR K2III|-36.20540|144.57800|0.049   |
|HR 723 |          |02 29 13.61|+23 28 08.0| 6.19|        |                                            STAR A5|-34.16480|150.24100|        |
|HR 6039|10    Her |16 11 37.99|+23 29 40.9| 5.70|        |                                         STAR M4III|44.90220 |39.92830 |        |
|HR 4030|35    Leo |10 16 32.30|+23 30 11.2| 5.97|        |                                          STAR G1IV|54.94240 |210.06800|0.034   |
|HR 7741|22    Vul |20 15 30.19|+23 30 31.0| 5.15|        |                                           STAR G3I|-6.36150 |63.46870 |0.004   |
|HR 407 |          |01 25 35.71|+23 30 42.1| 6.18|        |                                         STAR F5III|-38.69280|132.97900|        |
|HR 7079|          |18 48 16.39|+23 30 51.1| 6.15|        |                                           STAR F8V|11.13940 |53.78770 |        |
|HR 8667|47Lam Peg |22 46 31.90|+23 33 56.2| 3.95|        |                                         STAR G8III|-31.01610|89.25800 |0.042   |
|HR 559 |7    Ari  |01 55 51.00|+23 34 37.9| 5.74|        |                                         STAR K1III|-36.96320|141.48300|        |
|HR 3127|          |08 01 00.70|+23 34 59.2| 6.34|        |                                         STAR K1III|25.23020 |198.12800|0.010   |
|HR 7047|          |18 44 40.20|+23 35 22.9| 6.31|        |                                           STAR F6V|11.92090 |53.50480 |0.019   |
|HR 569 |9Lam Ari  |01 57 55.70|+23 35 46.0| 4.79|        |                                           STAR F0V|-36.79600|142.04100|0.028   |
|HR 2533|          |06 52 00.00|+23 36 06.1| 5.65|        |                                         STAR K5III|10.63590 |191.73900|        |
|HR 6980|          |18 35 30.41|+23 36 20.2| 5.61|        |                                         STAR G9III|13.84160 |52.63550 |0.006   |
|HR 7688|17    Vul |20 06 53.40|+23 36 51.8| 5.07|        |                                           STAR B3V|-4.64520 |62.48360 |        |
|HR 6966|          |18 32 46.20|+23 37 00.8| 5.84|W       |                                               STAR|14.41990 |52.38560 |        |
|HR 1512|          |04 45 42.50|+23 37 41.2| 6.35|        |                                         STAR B5III|-14.03140|176.61600|        |
|HR 258 |36    And |00 54 58.01|+23 37 41.9| 5.47|        |                                          STAR K1IV|-39.23620|123.97500|0.022   |
|HR 8225|2    Peg  |21 29 56.90|+23 38 20.0| 4.57|        |                                         STAR M1III|-19.70410|74.38800 |0.013   |
|HR 7895|          |20 38 35.09|+23 40 50.2| 5.91|        |                                          STAR K0II|-10.61320|66.65260 |        |
|HR 1183|          |03 49 43.51|+23 42 42.1| 6.17|        |                                           STAR B8V|-23.39780|167.36900|        |
|HR 7485|          |19 40 39.70|+23 43 03.0| 6.64|        |                                          STAR B6IV|0.55850  |59.48170 |        |
|HR 8880|62Tau Peg |23 20 38.21|+23 44 25.1| 4.60|        |                                           STAR A5V|-34.61040|97.51440 |0.037   |
|HR 2240|9    Gem  |06 16 58.70|+23 44 26.9| 6.25|        |                                           STAR B3I|3.52870  |187.99400|        |
|HR 6419|          |17 15 41.59|+23 44 34.1| 5.96|        |                                         STAR K2III|30.93850 |45.66120 |        |
|HR 665 |          |02 17 10.39|+23 46 04.1| 6.55|        |                                         STAR G9III|-35.05750|147.04600|        |
|HR 3873|17Eps Leo |09 45 51.10|+23 46 27.1| 2.98|        |                                          STAR G1II|48.20460 |206.81700|0.010   |
|HR 5057|          |13 25 06.70|+23 51 15.8| 5.78|        |                                          STAR A3IV|81.72860 |11.47920 |        |
|HR 8165|          |21 21 04.39|+23 51 20.9| 5.57|        |                                         STAR K1III|-18.06270|73.10340 |-0.005  |
|HR 6943|          |18 29 35.69|+23 51 58.0| 5.90|        |                                          STAR B6IV|15.18550 |52.32210 |        |
|HR 5534|          |14 50 15.79|+23 54 42.8| 5.85|        |                                           STAR G0V|63.06220 |32.76460 |0.069   |
|HR 8936|          |23 32 24.60|+34 57 09.0| 6.65|        |                                           STAR B8V|-25.16880|105.10600|        |
|HR 4725|          |12 25 15.10|+23 55 34.0| 6.03|        |                                         STAR K0III|83.28210 |239.95000|0.007   |
|HR 6754|          |18 04 40.20|+23 56 33.0| 6.34|        |                                          STAR F0IV|20.48030 |50.11290 |        |
|HR 4667|7    Com  |12 16 20.50|+23 56 43.1| 4.95|        |                                         STAR G8III|81.47010 |232.89800|0.006   |
|HR 1156|23    Tau |03 46 19.61|+23 56 53.9| 4.18|W       |                                          STAR B6IV|-23.74910|166.57000|        |
|HR 1586|99    Tau |04 57 48.70|+23 56 55.0| 5.79|        |                                               STAR|-11.64500|178.09300|        |
|HR 2230|8    Gem  |06 16 19.01|+23 58 12.0| 6.08|D       |                                         STAR G8III|3.50360  |187.72000|        |
|HR 6697|          |17 57 14.30|+23 59 44.9| 6.30|S       |                                           STAR G2V|22.08200 |49.50600 |        |
|HR 156 |          |00 37 07.20|+24 00 51.1| 6.47|        |                                         STAR K2III|-38.74090|118.73900|        |
|HR 3268|19Lam Cnc |08 20 32.11|+24 01 19.9| 5.98|        |                                           STAR B9V|29.58750 |199.33500|        |
|HR 1875|121    Tau|05 35 27.10|+24 02 21.8| 5.38|        |                                          STAR B2IV|-4.52080 |182.95400|        |
|HR 1178|27    Tau |03 49 09.70|+24 03 11.9| 3.63|        |                                         STAR B8III|-23.23450|167.01400|-0.026  |
|HR 7592|13    Vul |19 53 27.70|+24 04 46.9| 4.58|W       |                                         STAR B9III|-1.78660 |61.26820 |0.009   |
|HR 3355|30Ups1Cnc |08 31 30.50|+24 04 52.0| 5.75|        |                                         STAR F0III|31.98330 |200.18900|        |
|HR 3369|32Ups2Cnc |08 33 00.10|+24 05 04.9| 6.36|        |                                         STAR G9III|32.30860 |200.31000|0.027   |
|HR 1499|95    Tau |04 43 13.80|+24 05 20.0| 6.13|        |                                          STAR F7IV|-14.18550|175.88000|        |
|HR 8839|          |23 14 36.50|+24 06 11.2| 6.36|        |                                         STAR K2III|-33.69290|96.19750 |        |
|HR 1165|25Eta Tau |03 47 29.11|+24 06 18.0| 2.87|W       |                                         STAR B7III|-23.45520|166.66900|0.008   |
|HR 1252|36    Tau |04 04 21.70|+24 06 20.9| 5.47|        |                                         STAR G0III|-20.78800|169.66800|0.014   |
|HR 4753|18    Com |12 29 26.90|+24 06 32.0| 5.48|        |                                         STAR F5III|84.19700 |243.06600|        |
|HR 1142|17    Tau |03 44 52.51|+24 06 47.9| 3.70|D       |                                         STAR B6III|-23.84870|166.18000|0.020   |
|HR 7894|28    Vul |20 38 31.90|+24 06 58.0| 5.04|        |                                          STAR B5IV|-10.34680|67.00320 |        |
|HR 2706|48    Gem |07 12 26.40|+24 07 41.9| 5.85|        |                                         STAR F5III|15.11320 |193.21400|        |
|HR 1180|28    Tau |03 49 11.21|+24 08 12.1| 5.09|        |                                           STAR B8V|-23.16940|166.95700|-0.012  |
|HR 3329|28    Cnc |08 28 36.79|+24 08 40.9| 6.10|        |                                           STAR F0V|31.37520 |199.87700|        |
|HR 644 |          |02 12 37.49|+24 10 04.1| 5.96|        |                                            STAR K0|-35.09110|145.68600|        |
|HR 2630|42Ome Gem |07 02 24.79|+24 12 55.1| 5.18|        |                                          STAR G5II|13.05500 |192.18200|0.012   |
|HR 2931|          |07 39 11.90|+24 13 21.0| 6.17|        |                                           STAR A2V|20.79350 |195.56100|        |
|HR 6391|63    Her |17 11 03.19|+24 14 16.1| 6.19|        |                                           STAR A8V|32.09990 |45.82420 |        |
|HR 7723|          |20 13 40.61|+24 14 20.0| 6.56|        |                                            STAR A1|-5.61210 |63.85300 |0.011   |
|HR 2074|          |05 56 56.09|+24 14 58.9| 6.02|        |                                           STAR A0I|-0.22240 |185.32000|        |
|HR 7250|          |19 06 38.40|+24 15 02.9| 5.77|        |                                         STAR A4III|7.67210  |56.30110 |        |
|HR 4984|          |13 12 08.40|+24 15 29.2| 6.33|        |                                         STAR K1III|84.52470 |2.46550  |        |
|HR 1659|103    Tau|05 08 06.60|+24 15 55.1| 5.50|        |                                           STAR B2V|-9.56370 |179.24900|        |
|HR 215 |34Zet And |00 47 20.30|+24 16 01.9| 4.06|W       |                                          STAR K1II|-38.59500|121.73700|0.037   |
|HR 8190|          |21 23 58.80|+24 16 27.1| 5.71|W       |                                          STAR F1IV|-18.27280|73.89880 |0.027   |
|HR 4780|22    Com |12 33 34.20|+24 16 59.2| 6.29|        |                                           STAR A4V|85.07170 |247.20300|        |
|HR 1140|16    Tau |03 44 48.19|+24 17 21.8| 5.46|D       |                                          STAR B7IV|-23.72850|166.03800|0.012   |
|HR 1378|62    Tau |04 23 59.81|+24 18 04.0| 6.36|        |                                           STAR B3V|-17.39260|172.76300|        |
|HR 6571|79    Her |17 37 31.10|+24 18 36.0| 5.77|S       |                                           STAR A2V|26.41090 |48.12140 |        |
|HR 7601|          |19 54 31.10|+24 19 09.8| 5.52|        |                                         STAR A0III|-1.86990 |61.59790 |0.015   |
|HR 6608|84    Her |17 43 21.60|+24 19 40.1| 5.71|        |                                         STAR G2III|25.16410 |48.63870 |0.006   |
|HR 5102|          |13 32 48.10|+24 20 47.0| 6.11|        |                                         STAR G8III|80.28220 |18.59890 |        |
|HR 2926|          |07 38 14.50|+24 21 37.1| 6.27|        |                                            STAR F0|20.64060 |195.33900|        |
|HR 5524|          |14 48 23.30|+24 22 00.1| 6.14|        |                                           STAR F2V|63.57990 |33.54180 |0.010   |
|HR 1149|20    Tau |03 45 49.61|+24 22 04.1| 3.87|D       |                                         STAR B8III|-23.51440|166.17100|        |
|HR 6307|          |16 57 42.31|+24 22 53.0| 6.32|        |                                         STAR K0III|35.04350 |44.89080 |        |
|HR 3900|22    Leo |09 51 52.99|+24 23 43.1| 5.32|        |                                          STAR A5IV|49.69200 |206.41900|0.040   |
|HR 2985|77Kap Gem |07 44 26.81|+24 23 53.2| 3.57|        |                                         STAR G8III|21.97210 |195.84800|0.026   |
|HR 2185|5    Gem  |06 11 32.30|+24 25 13.1| 5.80|        |                                         STAR K0III|2.75980  |186.80400|        |
|HR 6860|105    Her|18 19 10.70|+24 26 46.0| 5.27|        |                                         STAR K3III|17.60010 |51.91560 |-0.002  |
|HR 7789|25    Vul |20 22 03.41|+24 26 46.0| 5.54|        |                                         STAR B8III|-7.08640 |65.09050 |-0.008  |
|HR 8258|          |21 35 27.00|+24 27 07.9| 6.11|        |                                           STAR A4V|-20.04740|75.93680 |0.002   |
|HR 3595|69Nu  Cnc |09 02 44.30|+24 27 10.1| 5.45|        |                                            STAR A0|38.89680 |202.31500|0.003   |
|HR 1222|          |03 57 26.40|+24 27 42.8| 6.16|        |                                            STAR K0|-21.64230|168.19500|        |
|HR 1086|7    Tau  |03 34 26.59|+24 27 51.8| 5.92|        |                                           STAR A3V|-25.14060|163.95400|0.006   |
|HR 1145|19    Tau |03 45 12.50|+24 28 01.9| 4.30|W       |                                          STAR B6IV|-23.53460|165.98400|        |
|HR 6457|70    Her |17 20 54.19|+24 29 57.8| 5.12|W       |                                           STAR A2V|30.04990 |46.93040 |0.010   |
|HR 6592|          |17 41 05.50|+24 30 47.9| 6.36|        |                                         STAR K1III|25.71280 |48.63840 |0.002   |
|HR 1152|22    Tau |03 46 02.90|+24 31 41.2| 6.43|D       |                                           STAR A0V|-23.36160|166.09500|        |
|HR 8197|          |21 24 23.11|+24 31 44.0| 6.32|        |                                         STAR K0III|-18.16840|74.16200 |        |
|HR 3312|24    Cnc |08 26 39.79|+24 32 03.1| 7.02|        |                                         STAR F0III|31.07420 |199.28300|0.021   |
|HR 3313|24    Cnc |08 26 40.10|+24 32 07.1| 7.81|        |                                           STAR F7V|31.07570 |199.28200|0.021   |
|HR 1151|21    Tau |03 45 54.41|+24 33 16.9| 5.76|        |                                           STAR B8V|-23.36330|166.04900|        |
|HR 259 |          |00 55 14.69|+24 33 24.8| 6.20|        |                                         STAR M4III|-38.30660|124.03500|        |
|HR 8953|          |23 35 55.90|+24 33 40.0| 6.45|        |                                         STAR M1III|-35.19700|101.82600|        |
|HR 6602|83    Her |17 42 28.39|+24 33 51.1| 5.52|W       |                                         STAR K4III|25.43410 |48.80890 |0.020   |
|HR 4766|21    Com |12 31 00.60|+24 34 01.9| 5.46|        |                                            STAR A2|84.73940 |240.92800|        |
|HR 2002|132    Tau|05 49 01.01|+24 34 03.0| 4.86|D       |                                         STAR G8III|-1.61350 |184.13000|0.005   |
|HR 360 |85Phi Psc |01 13 44.90|+24 35 01.0| 4.65|        |                                         STAR K0III|-38.00890|129.37300|0.007   |
|HR 2417|          |06 37 27.19|+24 35 26.9| 6.44|        |                                           STAR A3V|8.07110  |189.37900|        |
|HR 1575|          |04 56 15.60|+24 35 31.9| 6.37|        |                                            STAR F0|-11.53890|177.35200|        |
|HR 2439|          |06 39 31.39|+24 36 00.0| 6.38|        |                                          STAR F8IV|8.49770  |189.58000|        |
|HR 8684|48Mu  Peg |22 50 00.19|+24 36 06.1| 3.48|        |                                         STAR G8III|-30.55800|90.67970 |0.040   |
|HR 5123|          |13 36 59.09|+24 36 47.9| 5.74|        |                                         STAR M2III|79.45480 |21.67660 |        |
|HR 178 |          |00 41 36.00|+24 37 45.1| 6.04|W       |                                            STAR A7|-38.18820|120.08700|        |
|HR 765 |30    Ari |02 37 00.50|+24 38 51.0| 6.50|        |                                         STAR F6III|-32.30510|151.48700|0.018   |
|HR 764 |30    Ari |02 36 57.70|+24 38 53.9| 7.09|        |                                           STAR F4V|-32.30930|151.47600|0.018   |
|HR 6270|51    Her |16 51 45.31|+24 39 23.0| 5.04|        |                                         STAR K0III|36.41850 |44.73290 |0.010   |
|HR 4332|67    Leo |11 08 49.10|+24 39 29.9| 5.68|        |                                          STAR A3IV|66.82910 |213.25800|        |
|HR 7405|6Alp Vul  |19 28 42.29|+24 39 54.0| 4.44|W       |                                         STAR M0III|3.40260  |58.98870 |0.014   |
|HR 7753|24    Vul |20 16 47.11|+24 40 16.0| 5.32|        |                                         STAR G8III|-5.96550 |64.60670 |-0.003  |
|HR 2722|          |07 14 26.59|+24 42 38.9| 6.89|W       |                                            STAR A1|15.76190 |192.84500|        |
|HR 4048|          |10 19 00.70|+24 42 42.1| 6.40|        |                                            STAR K0|55.77080 |208.22900|        |
|HR 1022|64    Ari |03 24 18.50|+24 43 27.1| 5.50|        |                                               STAR|-26.38630|161.78300|        |
|HR 4260|54    Leo |10 55 37.30|+24 44 56.0| 6.30|        |                                           STAR A2V|63.91130 |211.59700|0.015   |
|HR 4259|54    Leo |10 55 36.79|+24 44 58.9| 4.50|        |                                           STAR A1V|63.90960 |211.59500|0.015   |
|HR 7406|8    Vul  |19 28 57.00|+24 46 07.0| 5.81|        |                                         STAR K0III|3.40290  |59.10650 |0.004   |
|HR 8845|          |23 15 57.89|+24 46 16.0| 6.60|        |                                           STAR F5V|-33.22540|96.87880 |        |
|HR 4705|          |12 22 10.80|+24 46 26.0| 6.19|        |                                           STAR A0V|83.01590 |231.00000|        |
|HR 7656|          |20 01 44.69|+24 48 01.1| 5.88|        |                                           STAR B4V|-3.02140 |62.86610 |        |
|HR 1144|18    Tau |03 45 09.70|+24 50 21.1| 5.64|D       |                                           STAR B8V|-23.26440|165.70500|        |
|HR 6410|65Del Her |17 15 01.90|+24 50 21.1| 3.14|        |                                          STAR A3IV|31.42340 |46.82400 |0.044   |
|HR 4864|          |12 48 46.99|+24 50 25.1| 6.31|        |                                           STAR G7V|87.63550 |288.17200|0.043   |
|HR 5634|45    Boo |15 07 18.10|+24 52 09.1| 4.93|W       |                                           STAR F5V|59.47940 |36.45080 |0.064   |
|HR 2725|52    Gem |07 14 41.90|+24 53 06.0| 5.82|        |                                         STAR M1III|15.88330 |192.70200|        |
|HR 7386|          |19 25 25.80|+24 54 46.1| 6.19|W       |                                           STAR F7V|4.17480  |58.85530 |0.027   |
|HR 7657|16    Vul |20 02 01.39|+24 56 17.2| 5.22|        |                                         STAR F2III|-3.00230 |63.01660 |0.004   |
|HR 8466|          |22 12 07.99|+24 57 00.0| 5.92|        |                                            STAR K0|-25.30070|82.96820 |        |
|HR 5711|          |15 21 06.89|+24 57 28.1| 6.39|        |                                            STAR K0|56.43250 |37.82900 |        |
|HR 7573|          |19 52 01.61|+24 59 31.9| 5.57|        |                                           STAR A1I|-1.03860 |61.88460 |0.006   |
|HR 5600|41Ome Boo |15 02 06.50|+25 00 29.2| 4.81|        |                                         STAR K4III|60.66060 |36.25120 |0.025   |
|HR 7206|          |19 01 34.90|+25 01 32.9| 6.72|        |                                            STAR K2|9.04520  |56.49390 |        |
|HR 657 |21    Ari |02 15 42.79|+25 02 35.2| 5.58|W       |                                           STAR F6V|-34.01420|146.06800|0.015   |
|HR 7091|          |18 49 14.40|+25 02 47.0| 6.59|S       |                                           STAR A1V|11.58230 |55.30060 |        |
|HR 1590|98    Tau |04 58 09.41|+25 03 01.1| 5.81|        |                                           STAR A0V|-10.91920|177.24400|        |
|HR 2808|57    Gem |07 23 28.51|+25 03 02.2| 5.03|D       |                                         STAR G8III|17.78300 |193.34100|0.022   |
|HR 3132|4Ome2Cnc  |08 01 43.80|+25 05 22.9| 6.31|W       |                                           STAR A1V|25.89400 |196.61700|        |
|HR 5304|12    Boo |14 10 23.90|+25 05 30.1| 4.83|        |                                          STAR F9IV|72.17640 |30.82170 |0.042   |
|HR 5745|          |15 27 38.90|+25 06 06.1| 6.02|        |                                               STAR|55.01510 |38.62680 |        |
|HR 5640|          |15 08 35.50|+25 06 31.0| 5.81|W       |                                         STAR K1III|59.24090 |37.02600 |        |
|HR 2473|27Eps Gem |06 43 55.90|+25 07 52.0| 2.98|        |                                           STAR G8I|9.62910  |189.53600|0.017   |
|HR 7533|          |19 46 39.50|+25 08 02.0| 6.62|        |                                          STAR A7IV|0.08090  |61.38990 |        |
|HR 9064|84Psi Peg |23 57 45.50|+25 08 29.0| 4.66|S       |                                         STAR M3III|-36.15320|107.85000|0.005   |
|HR 1821|118    Tau|05 29 16.49|+25 09 02.2| 5.47|        |                                           STAR B8V|-5.09880 |181.25400|0.014   |
|HR 8915|69    Peg |23 27 40.39|+25 10 01.9| 5.98|        |                                            STAR A0|-33.94410|99.98170 |        |
|HR 3723|          |09 23 31.80|+25 10 59.2| 6.41|        |                                          STAR G5IV|43.64070 |203.02400|        |
|HR 830 |          |02 48 45.89|+25 11 17.2| 5.86|        |                                           STAR A0V|-30.53410|153.90600|        |
|HR 1477|          |04 39 23.11|+25 13 05.9| 6.22|        |                                           STAR A5V|-14.14630|174.40800|        |
|HR 4512|          |11 44 13.20|+25 13 05.9| 6.02|        |                                         STAR K5III|74.80990 |216.37000|        |
|HR 728 |          |02 30 32.40|+25 14 06.0| 5.92|        |                                          STAR F6IV|-32.44930|149.62500|0.022   |
|HR 928 |52    Ari |03 05 26.71|+25 15 19.1| 7.00|        |                                           STAR B7V|-28.46680|157.53300|0.004   |
|HR 927 |52    Ari |03 05 26.71|+25 15 19.1| 6.80|        |                                           STAR B7V|-28.46680|157.53300|0.004   |
|HR 7939|30    Vul |20 44 52.51|+25 16 14.2| 4.91|        |                                         STAR K2III|-10.81450|68.82010 |0.006   |
|HR 8194|          |21 24 07.39|+25 18 43.9| 6.15|        |                                           STAR A2V|-17.59350|74.72460 |        |
|HR 1118|11    Tau |03 40 46.30|+25 19 45.8| 6.11|D       |                                          STAR A2IV|-23.55210|164.53900|        |
|HR 5387|          |14 23 06.79|+25 20 17.2| 6.22|        |                                           STAR F5V|69.39240 |33.14240 |        |
|HR 8430|24Iot Peg |22 07 00.70|+25 20 42.0| 3.76|W       |                                           STAR F5V|-24.25860|82.26000 |0.082   |
|HR 6305|57    Her |16 57 31.01|+25 21 10.1| 6.28|        |                                               STAR|35.36420 |46.01420 |        |
|HR 4032|          |10 16 41.90|+25 22 17.0| 5.84|        |                                               STAR|55.39600 |206.89400|        |
|HR 2569|37    Gem |06 55 18.60|+25 22 32.2| 5.73|        |                                           STAR G0V|12.06370 |190.41900|0.055   |
|HR 7540|          |19 47 48.60|+25 23 02.0| 5.95|        |                                          STAR K0II|-0.01800 |61.73700 |        |
|HR 3124|2Ome1Cnc  |08 00 55.90|+25 23 34.1| 5.83|        |                                               STAR|25.82420 |196.23300|        |
|HR 341 |          |01 10 19.39|+25 27 28.1| 5.80|        |                                         STAR K7III|-37.21750|128.28700|        |
|HR 19  |          |00 08 52.20|+25 27 46.1| 6.23|        |                                         STAR K0III|-36.41850|110.97400|        |
|HR 8796|56    Peg |23 07 06.79|+25 28 05.9| 4.76|        |                                           STAR G8I|-31.70890|95.12040 |0.006   |
|HR 4254|48    LMi |10 54 42.19|+25 29 26.9| 6.20|        |                                           STAR A8V|63.84640 |209.85300|        |
|HR 8274|          |21 38 45.00|+25 29 56.0| 6.16|S       |                                         STAR G9III|-19.84140|77.28750 |        |
|HR 4270|50    LMi |10 56 34.39|+25 30 00.0| 6.35|        |                                            STAR K0|64.26350 |210.00100|        |
|HR 6333|          |17 02 18.70|+25 30 20.2| 5.75|        |                                               STAR|34.36960 |46.56760 |0.014   |
|HR 3191|14Psi Cnc |08 10 27.19|+25 30 25.9| 5.73|W       |                                           STAR G7V|27.89410 |196.89500|0.029   |
|HR 6455|          |17 20 09.79|+25 32 15.0| 5.38|        |                                         STAR A3III|30.53120 |48.01310 |0.011   |
|HR 8441|          |22 08 17.21|+25 32 37.0| 6.11|        |                                          STAR F1IV|-24.29010|82.64210 |        |
|HR 8325|          |21 46 24.00|+25 33 47.9| 6.28|        |                                         STAR K3III|-20.99790|78.65600 |0.006   |
|HR 1188|          |03 50 18.91|+25 34 45.8| 5.26|        |                                           STAR A2V|-21.93360|166.10400|0.018   |
|HR 4719|          |12 24 26.71|+25 34 58.1| 6.42|        |                                           STAR A7V|83.75980 |225.75400|0.011   |
|HR 7739|          |20 15 15.91|+25 35 30.8| 4.78|        |                                           STAR B3V|-5.17050 |65.18760 |        |
|HR 6644|87    Her |17 48 49.20|+25 37 22.1| 5.12|        |                                         STAR K2III|24.43890 |50.44280 |0.016   |
