,ObjectNum,Name,Type,Constellation,Magnitude,Size,RAHour,RAMinute,DecSign,DecDeg,DecMinute,Distance (ly),Above_Horizon,Alt,Az,Rise,Set,Hours_Until_Set
1351,NGC 4750,NGC 4750,Galaxy,Draco,12.0,2.3,12,50.1,+,72,52,,True,25.43,355.11,---,---,---
1477,NGC 5283,NGC 5283,Galaxy,Draco,14.0,1.3,13,41.1,+,67,40,,True,21.76,348.97,---,---,---
1509,NGC 5481,NGC 5481,Galaxy,Boötes,13.0,1.7,14,6.7,+,50,43,,True,7.57,338.92,---,---,---
1544,NGC 5608,NGC 5608,Galaxy,Boötes,13.0,2.7,14,23.3,+,41,46,,True,1.08,332.38,16h44m,11h54m,23.13
1551,NGC 5630,NGC 5630,Galaxy,Boötes,14.0,2.5,14,27.6,+,41,16,,True,1.01,331.42,16h54m,11h53m,23.12
1552,NGC 5633,NGC 5633,Galaxy,Boötes,12.3,2.3,14,27.5,+,46,9,,True,5.07,333.76,15h44m,13h03m,0.28
1562,NGC 5660,NGC 5660,Galaxy,Boötes,11.8,2.8,14,29.8,+,49,37,,True,8.26,335.09,---,---,---
1565,NGC 5667,NGC 5667,Galaxy,Draco,13.0,1.8,14,30.4,+,59,29,,True,16.83,339.97,---,---,---
1569,NGC 5673,NGC 5673,Galaxy,Boötes,14.0,2.6,14,31.5,+,49,58,,True,8.68,335.01,---,---,---
1570,NGC 5676,NGC 5676,Galaxy,Boötes,10.9,3.9,14,32.8,+,49,28,,True,8.35,334.58,---,---,---
1571,NGC 5678,NGC 5678,Galaxy,Draco,12.0,3.2,14,32.1,+,57,55,,True,15.6,338.96,---,---,---
1572,NGC 5682,NGC 5682,Galaxy,Boötes,14.0,2.0,14,34.8,+,48,40,,True,7.83,333.91,---,---,---
1573,NGC 5683,NGC 5683,Galaxy,Boötes,14.8,0.7,14,34.9,+,48,40,,True,7.83,333.88,---,---,---
1574,NGC 5687,NGC 5687,Galaxy,Boötes,11.8,2.6,14,34.9,+,54,29,,True,12.83,336.83,---,---,---
1575,NGC 5689,NGC 5689,Galaxy,Boötes,11.9,3.7,14,35.5,+,48,45,,True,7.95,333.83,---,---,---
1579,NGC 5693,NGC 5693,Galaxy,Boötes,15.0,1.9,14,36.2,+,48,35,,True,7.87,333.66,---,---,---
1583,NGC 5707,NGC 5707,Galaxy,Boötes,13.0,2.8,14,37.5,+,51,34,,True,10.53,334.98,---,---,---
1585,NGC 5714,NGC 5714,Galaxy,Boötes,14.0,3.0,14,38.2,+,46,38,,True,6.37,332.38,15h43m,13h25m,0.65
1593,NGC 5739,NGC 5739,Galaxy,Boötes,13.0,2.2,14,42.5,+,41,50,,True,2.74,329.29,17h03m,12h14m,23.47
1602,NGC 5772,NGC 5772,Galaxy,Boötes,14.0,2.3,14,51.7,+,40,36,,True,2.58,327.17,17h25m,12h11m,23.42
1605,NGC 5777,NGC 5777,Galaxy,Draco,14.0,3.3,14,51.3,+,58,58,,True,17.82,337.32,---,---,---
1606,NGC 5783,NGC 5783,Galaxy,Boötes,13.0,3.0,14,53.5,+,52,5,,True,12.25,333.12,---,---,---
1607,NGC 5787,NGC 5787,Galaxy,Boötes,14.0,1.2,14,55.3,+,42,30,,True,4.47,327.62,17h08m,12h35m,23.82
1616,NGC 5820,NGC 5820,Galaxy,Boötes,11.9,2.5,14,58.7,+,53,53,,True,14.18,333.48,---,---,---
1632,NGC 5860,NGC 5860,Galaxy,Boötes,14.0,1.0,15,6.6,+,42,38,,True,5.7,325.95,17h18m,12h47m,0.02
1636,NGC 5874,NGC 5874,Galaxy,Boötes,14.0,2.5,15,7.9,+,54,45,,True,15.65,332.86,---,---,---
1637,NGC 5875,NGC 5875,Galaxy,Boötes,13.0,2.6,15,9.2,+,52,32,,True,13.97,331.34,---,---,---
1638,NGC 5876,NGC 5876,Galaxy,Boötes,14.0,2.6,15,9.5,+,54,30,,True,15.59,332.51,---,---,---
1640,NGC 5879,NGC 5879,Galaxy,Draco,11.5,4.4,15,9.8,+,57,0,,True,17.61,334.02,---,---,---
1643,NGC 5888,NGC 5888,Galaxy,Boötes,14.0,1.5,15,13.1,+,41,16,,True,5.28,324.16,17h40m,12h39m,23.88
1644,NGC 5889,NGC 5889,Galaxy,Boötes,16.0,0.9,15,13.3,+,41,20,,True,5.35,324.17,17h39m,12h39m,23.88
1645,NGC 5893,NGC 5893,Galaxy,Boötes,14.0,1.4,15,13.6,+,41,58,,True,5.88,324.49,17h33m,12h47m,0.02
1646,NGC 5894,NGC 5894,Galaxy,Draco,13.0,3.3,15,11.7,+,59,49,,True,20.0,335.6,---,---,---
1649,NGC 5899,NGC 5899,Galaxy,Boötes,11.8,3.0,15,15.0,+,42,3,,True,6.11,324.32,17h33m,12h49m,0.05
1650,NGC 5900,NGC 5900,Galaxy,Boötes,15.0,1.6,15,15.1,+,42,13,,True,6.24,324.41,17h31m,12h51m,0.08
1652,NGC 5905,NGC 5905,Galaxy,Draco,12.0,4.2,15,15.4,+,55,31,,True,16.9,332.44,---,---,---
1653,NGC 5906,NGC 5906,Galaxy,Draco,14.0,0.5,15,15.8,+,56,20,,True,17.59,332.9,---,---,---
1654,NGC 5908,NGC 5908,Galaxy,Draco,11.9,3.2,15,16.7,+,55,25,,True,16.93,332.21,---,---,---
1659,NGC 5923,NGC 5923,Galaxy,Boötes,15.0,2.0,15,21.2,+,41,43,,True,6.52,323.19,17h43m,12h52m,0.1
1662,NGC 5929,NGC 5929,Galaxy,Boötes,13.0,1.1,15,26.1,+,41,40,,True,7.02,322.43,17h48m,12h56m,0.17
1665,NGC 5949,NGC 5949,Galaxy,Draco,13.0,2.4,15,28.0,+,64,46,,True,25.01,337.45,---,---,---
1671,NGC 5963,NGC 5963,Galaxy,Draco,12.0,3.5,15,33.5,+,56,35,,True,19.29,331.07,---,---,---
1673,NGC 5965,NGC 5965,Galaxy,Draco,13.0,5.4,15,34.0,+,56,42,,True,19.44,331.09,---,---,---
1677,NGC 5976,NGC 5976,Galaxy,Draco,14.8,1.0,15,36.8,+,59,23,,True,21.71,332.71,---,---,---
1679,NGC 5981,NGC 5981,Galaxy,Draco,13.0,2.8,15,37.9,+,59,23,,True,21.8,332.6,---,---,---
1680,NGC 5982,NGC 5982,Galaxy,Draco,11.1,2.9,15,38.7,+,59,21,,True,21.84,332.49,---,---,---
1682,NGC 5985,NGC 5985,Galaxy,Draco,11.0,5.5,15,39.6,+,59,20,,True,21.9,332.38,---,---,---
1684,NGC 5987,NGC 5987,Galaxy,Draco,13.0,4.7,15,39.9,+,58,5,,True,21.01,331.44,---,---,---
1685,NGC 5992,NGC 5992,Galaxy,Boötes,14.0,1.1,15,44.4,+,41,5,,True,8.67,319.36,18h12m,13h08m,0.37
1690,NGC 6015,NGC 6015,Galaxy,Draco,11.2,5.4,15,51.4,+,62,19,,True,25.04,333.5,---,---,---
1709,NGC 6058,NGC 6058,Planetary Nebula,Hercules,13.0,0.4,16,4.4,+,40,41,,True,10.86,316.2,18h37m,13h24m,0.63
1716,NGC 6090,NGC 6090,Galaxy,Draco,14.0,1.9,16,11.7,+,52,27,,True,20.12,323.8,---,---,---
1724,NGC 6140,NGC 6140,Galaxy,Draco,12.0,6.2,16,20.9,+,65,23,,True,29.51,333.69,---,---,---
1725,NGC 6143,NGC 6143,Galaxy,Draco,14.0,1.2,16,21.7,+,55,5,,True,22.99,324.8,---,---,---
1729,NGC 6154,NGC 6154,Galaxy,Hercules,14.0,2.4,16,25.6,+,49,50,,True,19.91,320.2,---,---,---
1730,NGC 6160,NGC 6160,Galaxy,Hercules,15.0,2.1,16,27.7,+,40,55,,True,14.08,313.15,18h57m,13h50m,1.07
1731,NGC 6166,NGC 6166,Galaxy,Hercules,12.0,2.4,16,28.6,+,39,33,,True,13.26,312.0,19h11m,13h37m,0.85
1734,NGC 6173,NGC 6173,Galaxy,Hercules,14.0,2.2,16,29.8,+,40,49,,True,14.28,312.78,19h00m,13h51m,1.08
1737,NGC 6186,NGC 6186,Galaxy,Hercules,14.0,1.8,16,34.4,+,21,33,,True,1.65,298.26,21h06m,11h54m,23.13
1740,NGC 6195,NGC 6195,Galaxy,Hercules,15.0,1.8,16,36.5,+,39,2,,True,13.99,310.53,19h24m,13h41m,0.92
1743,NGC 6207,NGC 6207,Galaxy,Hercules,11.6,3.0,16,43.1,+,36,50,,True,13.43,307.97,19h48m,13h29m,0.72
1745,NGC 6210,NGC 6210,Planetary Nebula,Hercules,9.0,0.2,16,44.5,+,23,49,,True,4.74,298.22,21h06m,12h15m,23.48
1746,NGC 6211,NGC 6211,Galaxy,Draco,14.0,2.0,16,41.5,+,57,47,,True,26.8,325.18,---,---,---
1750,NGC 6223,NGC 6223,Galaxy,Draco,13.0,3.4,16,43.1,+,61,34,,True,29.22,328.5,---,---,---
1751,NGC 6229,NGC 6229,Globular Cluster,Hercules,9.4,4.5,16,47.0,+,47,32,,True,21.05,315.85,17h22m,16h03m,3.28
1754,NGC 6236,NGC 6236,Galaxy,Draco,12.0,3.0,16,44.5,+,70,48,,True,34.34,337.49,---,---,---
1755,NGC 6239,NGC 6239,Galaxy,Hercules,12.3,2.8,16,50.1,+,42,44,,True,18.36,311.6,19h00m,14h32m,1.77
1758,NGC 6246,NGC 6246,Galaxy,Draco,14.1,1.7,16,49.9,+,55,33,,True,26.38,322.4,---,---,---
1759,NGC 6248,NGC 6248,Galaxy,Draco,13.0,3.3,16,46.4,+,70,22,,True,34.26,336.96,---,---,---
1763,NGC 6255,NGC 6255,Galaxy,Hercules,14.0,3.5,16,54.8,+,36,30,,True,14.94,306.09,20h03m,13h38m,0.87
1767,NGC 6285,NGC 6285,Galaxy,Draco,15.0,1.3,16,58.4,+,58,59,,True,29.29,324.79,---,---,---
1768,NGC 6286,NGC 6286,Galaxy,Draco,14.0,1.5,16,58.6,+,58,58,,True,29.29,324.76,---,---,---
1775,NGC 6306,NGC 6306,Galaxy,Draco,14.0,1.2,17,7.6,+,60,44,,True,31.22,325.8,---,---,---
1776,NGC 6307,NGC 6307,Galaxy,Draco,14.0,1.6,17,7.7,+,60,45,,True,31.23,325.81,---,---,---
1777,NGC 6308,NGC 6308,Galaxy,Hercules,14.0,1.3,17,12.0,+,23,23,,True,8.97,293.57,21h35m,12h40m,23.9
1779,NGC 6310,NGC 6310,Galaxy,Draco,14.0,2.1,17,8.0,+,61,0,,True,31.39,326.03,---,---,---
1780,NGC 6314,NGC 6314,Galaxy,Hercules,13.1,1.8,17,12.6,+,23,16,,True,9.01,293.39,21h36m,12h40m,23.9
1781,NGC 6315,NGC 6315,Galaxy,Hercules,13.3,0.9,17,12.8,+,23,13,,True,9.0,293.33,21h37m,12h40m,23.9
1787,NGC 6339,NGC 6339,Galaxy,Hercules,13.0,3.4,17,17.1,+,40,51,,True,21.04,306.65,19h47m,14h38m,1.87
1788,NGC 6340,NGC 6340,Galaxy,Draco,11.0,3.4,17,10.4,+,72,18,,True,36.85,338.01,---,---,---
1793,NGC 6359,NGC 6359,Galaxy,Draco,12.6,1.2,17,17.9,+,61,47,,True,32.81,326.14,---,---,---
1794,NGC 6361,NGC 6361,Galaxy,Draco,14.0,2.4,17,18.6,+,60,37,,True,32.32,324.87,---,---,---
1797,NGC 6368,NGC 6368,Galaxy,Ophiuchus,13.0,4.0,17,27.1,+,11,33,,True,3.8,282.3,22h40m,12h06m,23.33
1799,NGC 6372,NGC 6372,Galaxy,Hercules,14.0,1.9,17,27.5,+,26,28,,True,13.62,293.57,21h36m,13h11m,0.42
1801,NGC 6379,NGC 6379,Galaxy,Hercules,15.0,1.3,17,30.6,+,16,17,,True,7.5,285.3,22h24m,12h28m,23.7
1802,NGC 6381,NGC 6381,Galaxy,Draco,14.0,1.5,17,27.3,+,60,1,,True,32.97,323.64,---,---,---
1803,NGC 6384,NGC 6384,Galaxy,Ophiuchus,10.6,6.0,17,32.4,+,7,4,,True,1.85,278.12,23h01m,11h55m,23.15
1805,NGC 6389,NGC 6389,Galaxy,Hercules,14.0,3.1,17,32.7,+,16,24,,True,7.94,285.05,22h26m,12h31m,23.75
1806,NGC 6395,NGC 6395,Galaxy,Draco,13.0,2.6,17,26.4,+,71,6,,True,37.56,336.0,---,---,---
1812,NGC 6412,NGC 6412,Galaxy,Draco,11.8,2.3,17,29.6,+,75,42,,True,39.28,341.46,---,---,---
1815,NGC 6426,NGC 6426,Globular Cluster,Ophiuchus,11.2,3.2,17,44.9,+,3,0,,True,1.58,273.14,23h28m,11h53m,23.12
1823,NGC 6454,NGC 6454,Galaxy,Draco,15.0,1.4,17,44.9,+,55,42,,True,33.02,317.79,---,---,---
1824,NGC 6467,NGC 6467,Galaxy,Hercules,15.0,2.7,17,50.7,+,17,32,,True,11.9,283.04,22h39m,12h53m,0.12
1826,NGC 6478,NGC 6478,Galaxy,Draco,14.0,1.9,17,48.6,+,51,9,,True,31.32,312.77,---,---,---
1827,NGC 6482,NGC 6482,Galaxy,Hercules,11.3,2.3,17,51.8,+,23,4,,True,15.65,287.22,22h16m,13h18m,0.53
1829,NGC 6500,NGC 6500,Galaxy,Hercules,13.0,2.5,17,56.0,+,18,20,,True,13.37,282.82,22h41m,13h02m,0.27
1830,NGC 6501,NGC 6501,Galaxy,Hercules,12.3,2.0,17,56.1,+,18,22,,True,13.41,282.84,22h41m,13h02m,0.27
1831,NGC 6503,NGC 6503,Galaxy,Draco,10.2,6.2,17,49.4,+,70,9,,True,39.04,334.07,---,---,---
1832,NGC 6504,NGC 6504,Galaxy,Hercules,13.0,2.5,17,56.0,+,33,12,,True,22.63,295.05,21h26m,14h17m,1.52
1834,NGC 6509,NGC 6509,Galaxy,Ophiuchus,13.0,2.3,17,59.4,+,6,17,,True,6.15,273.05,23h31m,12h19m,23.55
1840,NGC 6535,NGC 6535,Globular Cluster,Serpens,10.6,3.6,18,3.8,-,0,18,,True,2.68,267.4,0h03m,11h59m,23.22
1844,NGC 6542,NGC 6542,Galaxy,Draco,14.0,1.5,17,59.7,+,61,22,,True,37.12,323.09,---,---,---
1845,NGC 6543,NGC 6543,Planetary Nebula,Draco,9.0,5.8,17,58.6,+,66,38,,True,38.78,329.44,---,---,---
1849,NGC 6555,NGC 6555,Galaxy,Hercules,12.0,2.1,18,7.8,+,17,36,,True,15.04,280.38,22h56m,13h11m,0.42
1850,NGC 6560,NGC 6560,Galaxy,Hercules,14.0,1.3,18,5.3,+,46,52,,True,31.58,306.84,19h03m,16h59m,4.22
1856,NGC 6570,NGC 6570,Galaxy,Ophiuchus,13.0,1.8,18,11.1,+,14,6,,True,13.39,277.08,23h13m,13h00m,0.23
1857,NGC 6572,NGC 6572,Planetary Nebula,Ophiuchus,9.0,0.1,18,12.1,+,6,51,,True,8.84,271.36,23h42m,12h33m,23.78
1858,NGC 6574,NGC 6574,Galaxy,Hercules,12.0,1.4,18,11.9,+,14,59,,True,14.1,277.66,23h11m,13h04m,0.3
1862,NGC 6587,NGC 6587,Galaxy,Hercules,12.1,2.3,18,13.9,+,18,50,,True,16.92,280.4,22h57m,13h22m,0.6
1864,NGC 6615,NGC 6615,Galaxy,Ophiuchus,15.0,1.2,18,18.6,+,13,16,,True,14.22,275.23,23h24m,13h04m,0.3
1866,NGC 6621,NGC 6621,Galaxy,Draco,13.1,2.5,18,12.9,+,68,22,,True,40.57,331.12,---,---,---
1868,NGC 6627,NGC 6627,Galaxy,Hercules,13.2,1.5,18,22.7,+,15,42,,True,16.54,276.49,23h19m,13h18m,0.53
1871,NGC 6632,NGC 6632,Galaxy,Hercules,13.0,3.1,18,25.0,+,27,32,,True,24.29,286.04,22h28m,14h13m,1.45
1872,NGC 6633,NGC 6633,Open Cluster,Ophiuchus,4.6,27.0,18,27.7,+,6,34,,True,11.49,268.57,0h02m,12h48m,0.03
1873,NGC 6635,NGC 6635,Galaxy,Hercules,15.0,1.3,18,27.6,+,14,49,,True,16.89,274.98,23h27m,13h19m,0.55
1876,NGC 6643,NGC 6643,Galaxy,Draco,11.1,3.9,18,19.8,+,74,34,,True,42.19,339.14,---,---,---
1879,NGC 6649,NGC 6649,Open Cluster,Scutum,8.9,6.0,18,33.5,-,10,24,,True,1.37,254.97,1h10m,11h52m,23.1
1880,NGC 6651,NGC 6651,Galaxy,Draco,14.0,1.8,18,24.3,+,71,36,,True,42.14,335.11,---,---,---
1882,NGC 6654,NGC 6654,Galaxy,Draco,11.6,3.0,18,24.1,+,73,11,,True,42.33,337.23,---,---,---
1883,NGC 6658,NGC 6658,Galaxy,Hercules,12.9,1.9,18,33.9,+,22,53,,True,23.1,280.67,22h59m,14h00m,1.23
1884,NGC 6664,NGC 6664,Open Cluster,Scutum,7.8,16.0,18,36.7,-,8,13,,True,3.31,256.07,1h05m,12h03m,23.28
1885,NGC 6667,NGC 6667,Galaxy,Draco,12.0,2.6,18,30.7,+,67,59,,True,42.11,330.18,---,---,---
1886,NGC 6674,NGC 6674,Galaxy,Hercules,12.1,4.2,18,38.6,+,25,23,,True,25.44,282.15,22h52m,14h16m,1.5
1887,NGC 6683,NGC 6683,Open Cluster,Scutum,10.0,11.0,18,42.2,-,6,17,,True,5.63,256.55,1h03m,12h16m,23.5
1889,NGC 6689,NGC 6689,Galaxy,Draco,12.0,3.9,18,34.9,+,70,32,,True,42.84,333.51,---,---,---
1890,NGC 6691,NGC 6691,Galaxy,Draco,14.0,1.7,18,39.3,+,55,38,,True,40.01,313.98,---,---,---
1892,NGC 6701,NGC 6701,Galaxy,Draco,13.0,1.8,18,43.2,+,60,40,,True,41.93,320.15,---,---,---
1893,NGC 6702,NGC 6702,Galaxy,Lyra,12.2,2.1,18,47.0,+,45,42,,True,37.44,301.57,20h12m,17h13m,4.45
1894,NGC 6703,NGC 6703,Galaxy,Lyra,11.4,2.6,18,47.3,+,45,33,,True,37.43,301.36,20h15m,17h10m,4.4
1895,NGC 6704,NGC 6704,Open Cluster,Scutum,9.2,6.0,18,50.9,-,5,12,,True,7.81,255.8,1h08m,12h28m,23.7
1896,NGC 6709,NGC 6709,Open Cluster,Aquila,6.7,13.0,18,51.5,+,10,21,,True,18.35,267.46,0h12m,13h25m,0.65
1897,NGC 6710,NGC 6710,Galaxy,Lyra,12.8,2.0,18,50.6,+,26,50,,True,28.48,281.7,22h57m,14h35m,1.82
1898,NGC 6711,NGC 6711,Galaxy,Draco,14.0,1.3,18,49.0,+,47,39,,True,38.56,303.64,19h17m,18h12m,5.43
1899,NGC 6712,NGC 6712,Globular Cluster,Scutum,8.2,7.2,18,53.1,-,8,42,,True,5.83,252.86,1h23m,12h18m,23.53
1903,NGC 6738,NGC 6738,Open Cluster,Aquila,8.0,15.0,19,1.4,+,11,36,,True,21.05,266.8,0h17m,13h40m,0.9
1904,NGC 6741,NGC 6741,Planetary Nebula,Aquila,11.0,0.1,19,2.6,-,0,27,,True,13.2,257.22,1h03m,12h57m,0.18
1905,NGC 6742,NGC 6742,Planetary Nebula,Draco,15.0,0.5,18,59.3,+,48,28,,True,40.46,303.76,---,---,---
1907,NGC 6749,NGC 6749,Globular Cluster,Aquila,11.1,6.3,19,5.1,+,1,47,,True,15.28,258.51,0h57m,13h08m,0.37
1908,NGC 6751,NGC 6751,Planetary Nebula,Aquila,13.0,0.3,19,5.9,-,6,0,,True,9.96,252.57,1h26m,12h41m,23.92
1912,NGC 6755,NGC 6755,Open Cluster,Aquila,7.5,15.0,19,7.8,+,4,14,,True,17.36,259.86,0h51m,13h20m,0.57
1913,NGC 6756,NGC 6756,Open Cluster,Aquila,11.0,4.0,19,8.7,+,4,41,,True,17.83,260.04,0h51m,13h20m,0.57
1915,NGC 6760,NGC 6760,Globular Cluster,Aquila,9.1,6.6,19,11.2,+,1,2,,True,15.76,256.79,1h06m,13h11m,0.42
1916,NGC 6764,NGC 6764,Galaxy,Cygnus,13.0,2.5,19,8.3,+,50,56,,True,42.65,306.21,---,---,---
1920,NGC 6772,NGC 6772,Planetary Nebula,Aquila,14.0,1.0,19,14.6,-,2,42,,True,13.78,253.41,1h23m,13h01m,0.25
1922,NGC 6778,NGC 6778,Planetary Nebula,Aquila,13.0,0.3,19,18.4,-,1,36,,True,15.23,253.54,1h22m,13h09m,0.38
1924,NGC 6781,NGC 6781,Planetary Nebula,Aquila,12.0,1.8,19,18.4,+,6,33,,True,20.84,259.72,0h53m,13h38m,0.87
1926,NGC 6790,NGC 6790,Planetary Nebula,Aquila,10.0,0.1,19,23.2,+,1,31,,True,18.2,255.03,1h16m,13h25m,0.65
1927,NGC 6791,NGC 6791,Open Cluster,Lyra,9.5,16.0,19,20.7,+,37,51,,True,39.64,288.91,22h18m,16h14m,3.47
1928,NGC 6796,NGC 6796,Galaxy,Draco,14.0,2.1,19,21.5,+,61,9,,True,46.59,319.71,---,---,---
1929,NGC 6802,NGC 6802,Open Cluster,Vulpecula,8.8,3.0,19,30.6,+,20,16,,True,31.95,269.28,0h11m,14h44m,1.97
1930,NGC 6803,NGC 6803,Planetary Nebula,Aquila,11.0,0.1,19,31.3,+,10,3,,True,25.54,260.23,0h53m,14h04m,1.3
1931,NGC 6804,NGC 6804,Planetary Nebula,Aquila,12.0,1.1,19,31.6,+,9,13,,True,25.04,259.49,0h56m,14h01m,1.25
1934,NGC 6811,NGC 6811,Open Cluster,Cygnus,6.8,13.0,19,38.2,+,46,34,,True,45.79,298.11,20h47m,18h18m,5.53
1935,NGC 6814,NGC 6814,Galaxy,Aquila,11.2,3.2,19,42.7,-,10,19,,True,13.12,242.82,2h19m,13h01m,0.25
1936,NGC 6818,NGC 6818,Planetary Nebula,Sagittarius,10.0,0.3,19,44.0,-,14,9,,True,10.5,239.97,2h35m,12h48m,0.03
1937,NGC 6819,NGC 6819,Open Cluster,Cygnus,7.3,5.0,19,41.3,+,40,11,,True,44.25,289.55,22h17m,16h56m,4.17
1938,NGC 6821,NGC 6821,Galaxy,Aquila,14.0,1.1,19,44.4,-,6,50,,True,15.97,244.93,2h07m,13h16m,0.5
1939,NGC 6822,NGC 6822,Galaxy,Sagittarius,9.0,10.0,19,44.9,-,14,48,,True,10.17,239.36,2h38m,12h46m,24.0
1940,NGC 6823,NGC 6823,Open Cluster,Vulpecula,7.1,12.0,19,43.1,+,23,18,,True,36.1,270.1,0h10m,15h11m,2.42
1941,NGC 6824,NGC 6824,Galaxy,Cygnus,11.9,2.1,19,43.7,+,56,7,,True,48.9,311.8,---,---,---
1942,NGC 6826,NGC 6826,Planetary Nebula,Cygnus,10.0,2.3,19,44.8,+,50,31,,True,48.1,303.46,---,---,---
1943,NGC 6830,NGC 6830,Open Cluster,Vulpecula,7.9,12.0,19,51.0,+,23,4,,True,37.44,268.58,0h19m,15h17m,2.52
1944,NGC 6833,NGC 6833,Planetary Nebula,Cygnus,14.0,0.1,19,49.7,+,48,58,,True,48.52,300.89,---,---,---
1945,NGC 6834,NGC 6834,Open Cluster,Cygnus,7.8,5.0,19,52.2,+,29,25,,True,41.2,275.14,23h44m,15h50m,3.07
1946,NGC 6835,NGC 6835,Galaxy,Sagittarius,12.5,2.7,19,54.5,-,12,34,,True,13.37,239.06,2h39m,13h05m,0.32
1947,NGC 6836,NGC 6836,Galaxy,Sagittarius,13.0,1.2,19,54.7,-,12,41,,True,13.29,238.96,2h40m,13h04m,0.3
1948,NGC 6842,NGC 6842,Planetary Nebula,Vulpecula,14.0,0.8,19,55.0,+,29,17,,True,41.66,274.56,23h48m,15h53m,3.12
1952,NGC 6866,NGC 6866,Open Cluster,Cygnus,7.6,7.0,20,3.7,+,44,0,,True,49.57,292.83,21h54m,18h04m,5.3
1954,NGC 6869,NGC 6869,Galaxy,Draco,13.0,1.7,20,0.7,+,66,13,,True,50.8,327.56,---,---,---
1956,NGC 6871,NGC 6871,Open Cluster,Cygnus,5.2,20.0,20,5.9,+,35,47,,True,46.82,280.92,23h18m,16h44m,3.97
1962,NGC 6879,NGC 6879,Planetary Nebula,Sagitta,13.0,0.1,20,10.5,+,16,55,,True,37.21,258.92,1h05m,15h10m,2.4
1963,NGC 6881,NGC 6881,Planetary Nebula,Cygnus,14.0,0.1,20,10.8,+,37,25,,True,48.4,282.5,23h11m,17h01m,4.25
1964,NGC 6882,NGC 6882,Open Cluster,Vulpecula,8.1,18.0,20,11.7,+,26,33,,True,43.43,269.03,0h22m,15h56m,3.17
1965,NGC 6883,NGC 6883,Open Cluster,Cygnus,8.0,15.0,20,11.3,+,35,51,,True,47.82,280.3,23h23m,16h50m,4.07
1966,NGC 6884,NGC 6884,Planetary Nebula,Cygnus,13.0,0.1,20,10.4,+,46,28,,True,51.29,295.83,21h18m,18h53m,6.12
1967,NGC 6885,NGC 6885,Open Cluster,Vulpecula,6.0,7.0,20,12.0,+,26,29,,True,43.28,268.6,0h24m,15h55m,3.15
1968,NGC 6886,NGC 6886,Planetary Nebula,Sagitta,12.0,0.1,20,12.7,+,19,59,,True,39.57,261.5,0h54m,15h25m,2.65
1971,NGC 6891,NGC 6891,Planetary Nebula,Delphinus,12.0,1.2,20,15.2,+,12,42,,True,35.25,254.08,1h26m,14h58m,2.2
1973,NGC 6894,NGC 6894,Planetary Nebula,Cygnus,14.0,0.7,20,16.4,+,30,34,,True,46.28,272.75,0h06m,16h21m,3.58
1975,NGC 6905,NGC 6905,Planetary Nebula,Delphinus,12.0,1.7,20,22.4,+,20,7,,True,41.41,259.75,1h04m,15h35m,2.82
1976,NGC 6906,NGC 6906,Galaxy,Aquila,12.7,1.8,20,23.6,+,6,27,,True,32.32,246.97,1h58m,14h43m,1.95
1977,NGC 6907,NGC 6907,Galaxy,Capricornus,11.3,3.4,20,25.1,-,24,49,,True,8.27,225.56,4h02m,12h43m,23.95
1979,NGC 6910,NGC 6910,Open Cluster,Cygnus,7.4,8.0,20,23.1,+,40,47,,True,51.86,286.0,22h53m,17h43m,4.95
1980,NGC 6912,NGC 6912,Galaxy,Capricornus,14.0,1.6,20,26.9,-,18,38,,True,13.48,228.93,3h36m,13h12m,0.43
1981,NGC 6921,NGC 6921,Galaxy,Vulpecula,15.0,1.1,20,28.5,+,25,43,,True,45.91,264.8,0h44m,16h07m,3.35
1982,NGC 6923,NGC 6923,Galaxy,Microscopium,12.1,2.5,20,31.7,-,30,50,,True,4.25,220.89,4h40m,12h18m,23.53
1983,NGC 6925,NGC 6925,Galaxy,Microscopium,11.3,4.1,20,34.3,-,31,59,,True,3.65,219.77,4h49m,12h14m,23.47
1984,NGC 6926,NGC 6926,Galaxy,Aquila,12.4,2.1,20,33.1,-,2,1,,True,27.54,238.45,2h38m,14h22m,1.6
1985,NGC 6927,NGC 6927,Galaxy,Delphinus,14.5,0.6,20,32.6,+,9,55,,True,36.37,247.93,1h54m,15h05m,2.32
1986,NGC 6928,NGC 6928,Galaxy,Delphinus,12.6,2.2,20,32.8,+,9,56,,True,36.42,247.89,1h55m,15h05m,2.32
1987,NGC 6929,NGC 6929,Galaxy,Aquila,13.5,0.9,20,33.4,-,2,2,,True,27.57,238.39,2h39m,14h22m,1.6
1988,NGC 6930,NGC 6930,Galaxy,Delphinus,13.1,1.4,20,33.0,+,9,52,,True,36.4,247.82,1h55m,15h05m,2.32
1989,NGC 6934,NGC 6934,Globular Cluster,Delphinus,8.9,5.9,20,34.2,+,7,24,,True,34.82,245.45,2h05m,14h57m,2.18
1991,NGC 6939,NGC 6939,Open Cluster,Cepheus,7.8,8.0,20,31.4,+,60,38,,True,55.08,319.36,---,---,---
1992,NGC 6940,NGC 6940,Open Cluster,Vulpecula,6.3,31.0,20,34.6,+,28,18,,True,48.43,266.85,0h37m,16h26m,3.67
1995,NGC 6944,NGC 6944,Galaxy,Delphinus,13.3,1.7,20,38.4,+,7,0,,True,35.23,244.18,2h11m,15h00m,2.23
1996,NGC 6946,NGC 6946,Galaxy,Cepheus,8.9,11.0,20,34.8,+,60,9,,True,55.57,318.6,---,---,---
