,name,alt_name,ra,dec,vmag,multiple,class,bii,lii,parallax,distance,absmag
8275,HR 1941,24Cam,05 43 01.61,+56 34 54.1,6.05,,STARK0III,13.677,155.735,,192.19586193112636,-0.36872016432589927
8276,HR 8770,,23 02 43.80,+55 14 11.0,6.5,,STARB9III,-4.4071,107.79,,723.1848729426194,-2.7962466665244747
8277,HR 1555,5Cam,04 55 03.10,+55 15 33.1,5.52,,STARB9V,7.3581,153.07,,771.0552664234548,-3.915427539039065
8278,HR 2784,19Lyn,07 22 52.10,+55 16 53.0,5.45,,STARB8V,26.3657,161.96,0.011,468.61548519701347,-2.904083177861467
8279,HR 2783,19Lyn,07 22 50.90,+55 17 03.8,6.53,,STARB9V,26.3635,161.956,0.011,364.8281629721715,-1.2804417819346883
8280,HR 204 ,,00 46 15.10,+55 18 19.1,6.52,,STARA2III,-7.5589,122.188,,550.9398271910834,-2.1855208422996792
8281,HR 2079,,05 59 45.70,+55 19 14.9,6.44,,STARA5,15.1748,158.005,,381.46944759897235,-1.4672988022734144
8282,HR 5109,81UMa,13 34 07.30,+55 20 55.0,5.6,,STARA0V,60.737,110.494,0.013,301.9966460158531,-1.8000105984795294
8283,HR 2376,7Lyn,06 34 32.81,+55 21 11.2,6.45,,STARK0III,19.7471,159.974,,976.5161008895849,-3.498397041856453
8284,HR 690 ,,02 23 51.79,+55 21 51.8,6.28,,STARF7I,-5.1678,135.873,,3706.3224738309245,-6.564716015163434
8285,HR 5887,,15 47 37.99,+55 22 36.1,5.86,,STARA3,47.6194,87.0537,0.013,259.6786446633132,-1.2121811789083905
8286,HR 7781,,20 18 24.79,+55 23 49.9,5.76,,STARA2V,10.8415,90.4479,0.003,290.95127359243656,-1.5591013129394113
8287,HR 5442,,14 32 30.91,+55 23 52.1,5.76,,STAR,56.3429,96.9945,,597.3560031082809,-3.1211661623905904
8288,HR 8226,,21 28 52.70,+55 25 07.0,6.12,,STARB8III,3.1568,96.8597,,979.4485816730372,-3.8349082083826787
8289,HR 1046,,03 30 00.19,+55 27 06.8,5.09,,STARA1V,-0.7495,144.144,0.025,193.79463915455815,-1.3467087960351574
8290,HR 7509,,19 42 04.10,+55 27 47.9,6.48,,STARM5III,15.3706,87.925,,918.750359710201,-3.3359876106388047
8291,HR 5878,,15 46 34.80,+55 28 28.9,5.92,,STAR,47.7172,87.2759,,701.411564940046,-3.3098646114645067
8292,HR 716 ,,02 29 25.01,+55 32 11.0,6.51,,STARA2,-4.7236,136.548,,648.4222220618716,-2.5492894506346406
8293,HR 7049,46Dra,18 42 37.90,+55 32 21.8,5.04,W,STARB9,23.2855,84.9393,0.011,340.45550907841476,-2.620301830521554
8294,HR 540 ,,01 53 48.50,+55 35 53.2,6.45,,STARA5,-6.2059,131.719,,241.9557698049862,-0.4686799149177707
8295,HR 1515,,04 48 07.01,+55 36 09.0,6.26,,STARF0,6.81,152.177,,170.49470867596517,0.10144547422220285
8296,HR 4521,,11 46 55.61,+55 37 41.9,5.27,,STARK2III,59.2093,140.771,,220.5249342103593,-1.4472885059298157
8297,HR 7218,49Dra,19 00 43.39,+55 39 29.9,5.48,,STARG5II,20.8649,85.831,,549.0848109379148,-3.218197151008308
8298,HR 6226,,16 42 58.39,+55 41 25.1,6.16,,STARA2V,40.0416,84.3528,,307.9852480614933,-1.2826495753768512
8299,HR 2486,,06 48 12.29,+55 42 15.8,6.28,,STAR,21.6931,160.258,0.032,153.41315978227723,0.35068692502211274
8300,HR 2485,,06 48 12.89,+55 42 15.8,6.33,,STAR,21.6945,160.258,0.032,,
8301,HR 9059,,23 57 08.50,+55 42 20.9,5.55,,STARF1V,-6.3577,115.285,,206.82078484281635,-1.0279709092697642
8302,HR 2029,30XiAur,05 54 50.81,+55 42 24.8,4.99,,STARA2V,14.7235,157.326,0.012,236.51659006317723,-1.8793080450350264
8303,HR 4745,73UMa,12 27 35.11,+55 42 46.1,5.7,,STARM2III,61.0923,129.886,,425.7916157925867,-2.445985527751257
8304,HR 7428,,19 31 13.61,+55 43 54.8,6.37,,STARK2II,16.874,87.5128,,1370.4049483072326,-4.314244590631716
8305,HR 3747,,09 29 47.59,+55 44 44.2,6.45,,STARF3V,44.1176,160.104,,147.24892898289903,0.6097392768811654
8306,HR 9071,8SigCas,23 59 00.50,+55 45 18.0,4.88,,STARB1V,-6.3639,115.554,0.006,1524.0952228837448,-6.035060509168325
8307,HR 2894,,07 36 46.99,+55 45 19.1,5.92,,STARK2III,28.3842,161.772,,279.00460025416714,-1.3080568201050777
8308,HR 8357,,21 52 01.01,+55 47 48.8,5.71,,STARB6IV,1.2878,99.5674,0.005,643.3064648858409,-3.3320895792475973
8309,HR 8150,,21 17 14.30,+55 47 53.2,5.98,,STARK3III,4.5831,95.9571,,1199.1043297688286,-4.414284855743283
8310,HR 9000,,23 44 48.31,+55 47 58.9,6.51,,STAR,-5.8613,113.61,0.008,489.7242908365186,-1.9397582300627718
8311,HR 5922,,15 52 16.61,+55 49 36.1,5.81,,STAR,46.84,87.2869,,323.247153317266,-1.7376735447297262
8312,HR 6038,,16 09 25.99,+55 49 44.0,6.49,,STARK0,44.581,86.089,,443.7501737375801,-1.7456926804933026
8313,HR 685 ,9Per,02 22 21.41,+55 50 44.2,5.17,,STARA2I,-4.7907,135.505,,4291.53128548844,-7.99306141451032
8314,HR 4407,,11 25 57.10,+55 51 02.2,5.75,,STARK0III,57.4163,145.257,,363.60800189199705,-2.0531671606938158
8315,HR 5177,,13 45 13.20,+55 52 45.8,6.5,,STARF7IV,59.659,107.969,0.024,111.54458881570498,1.262757465514838
8316,HR 834 ,15EtaPer,02 50 41.81,+55 53 44.2,3.76,,STARK3I,-3.1761,139.145,0.006,879.1277026876587,-5.960259827839048
8317,HR 8688,,22 49 46.20,+55 54 10.1,5.43,,STARK1III,-3.0186,106.42,,391.0747934018242,-2.531299122725583
8318,HR 1147,,03 47 32.21,+55 55 21.0,6.1,,STARB9V,1.0955,145.854,,509.6193401517521,-2.4362295059948416
8319,HR 4905,77EpsUMa,12 54 01.70,+55 57 34.9,1.77,,STARA0,61.1648,122.18,0.009,82.5503360407799,-2.8135942275070462
8320,HR 6699,,17 55 23.71,+55 58 17.0,6.1,,STARF0IV,29.8995,84.1527,,180.39622660239016,-0.18113724521755437
8321,HR 4112,36UMa,10 30 37.61,+55 58 50.2,4.84,,STARF8V,51.7027,154.292,0.077,42.12274024242818,1.7174169204033802
8322,HR 7916,,20 39 00.19,+56 00 18.0,6.48,,STARF2V,8.7998,92.6271,,391.0747934018242,-1.4812991227255825
8323,HR 6199,,16 38 00.41,+56 00 56.2,5.29,,STARK1III,40.6656,84.943,0.015,257.627470534851,-1.764960847507596
8324,HR 7843,,20 29 27.10,+56 04 05.2,5.91,W,STARB9V,9.9207,91.8914,,896.0340046624214,-3.851622457668997
8325,HR 920 ,,03 05 39.89,+56 04 07.0,6.11,,STARG9III,-2.0437,140.916,,242.31528803649434,-0.8119040764744865
8326,HR 8607,,22 35 51.79,+56 04 12.0,6.38,,STARA3V,-1.9495,104.785,,369.79181144798343,-1.4597864502551792
8327,HR 1969,26Cam,05 46 30.41,+56 06 56.2,5.94,,STARA4V,13.877,156.394,,197.55080417754172,-0.5383940096003075
