,name,alt_name,ra,dec,vmag,multiple,class,bii,lii,parallax,distance,absmag
4983,HR 877 ,,02 57 04.61,+04 30 04.0,6.11,,STARM4III,-46.1738,171.546,,1038.7145786532528,-3.972481135548204
4984,HR 8010,,20 55 40.70,+04 31 58.1,6.05,,STARG6III,-24.9422,52.5784,-0.012,361.5924364713097,-1.7410966882045686
4985,HR 6603,60BetOph,17 43 28.39,+04 34 01.9,2.77,,STARK2III,17.1912,29.2133,0.033,81.8460169879853,-1.7949877472536215
4986,HR 5584,,14 59 23.11,+04 34 04.1,5.93,,STARM2III,52.0715,2.1422,,658.9017731254978,-3.1641033812464343
4987,HR 2298,8EpsMon,06 23 46.10,+04 35 34.1,4.44,,STARA5IV,-4.033,205.675,0.025,128.4585969661762,-1.103815871545664
4988,HR 2299,,06 23 46.49,+04 35 44.2,6.72,,STARF5V,-4.0302,205.673,0.025,79.37609581336612,2.221551330395079
4989,HR 4004,19Sex,10 12 48.29,+04 36 52.9,5.77,,STAR,46.0245,236.561,,499.4737790154998,-2.7225634695389083
4990,HR 3834,,09 38 27.31,+04 38 57.1,4.68,,STARK3III,38.8796,230.157,0.011,295.43150153724764,-2.6722840089483775
4991,HR 8551,35Peg,22 27 51.50,+04 41 44.2,4.79,W,STARK0III,-42.9395,69.9743,0.025,155.31256080815302,-1.1660329022446811
4992,HR 2441,,06 38 49.51,+04 42 02.2,6.57,,STARB8III,-0.6545,207.312,,1553.1256080815303,-4.386032902244681
4993,HR 816 ,,02 45 20.90,+04 42 42.1,6.03,,STAR,-47.9195,168.092,,158.4822049062786,0.030097476217794572
4994,HR 4193,35Sex,10 43 20.90,+04 44 52.1,5.79,,STARK3III,52.1595,243.46,0.003,696.9153369596611,-3.425900110543658
4995,HR 3378,,08 33 43.49,+04 45 24.1,5.87,,STARG5III,24.8754,220.682,,1062.3986244205907,-4.261437498528345
4996,HR 5424,,14 30 45.41,+04 46 19.9,6.02,W,STAR,57.4426,353.974,,688.0936238335894,-3.1682376675438526
4997,HR 2629,,07 01 41.40,+04 49 05.2,6.63,,STARA3V,4.4712,209.802,,2965.05797906474,-5.730165950123155
4998,HR 7303,22Aql,19 16 31.01,+04 50 04.9,5.59,,STARA3IV,-3.3489,40.1036,0.016,688.0936238335894,-3.5982376675438523
4999,HR 2382,12Mon,06 32 19.20,+04 51 20.9,5.84,,STARK0V,-2.0223,206.428,,465.9376824244591,-2.5016391758429926
5000,HR 3136,,08 01 13.80,+04 52 46.9,5.65,W,STARA1V,17.7387,216.575,,318.5120875948451,-1.8656295927152176
5001,HR 1023,,03 23 39.10,+04 52 54.8,6.38,,STARG5III,-41.2587,177.716,,1116.9738962230185,-3.860215118672187
5002,HR 5275,,14 03 55.80,+04 54 02.9,6.24,,STARF4V,61.8481,343.994,,210.1523052172174,-0.3726707913034293
5003,HR 313 ,77Psc,01 05 49.20,+04 54 29.9,6.35,,STARF3V,-57.7754,129.661,,146.9834960329524,0.5136571352457633
5004,HR 314 ,77Psc,01 05 51.41,+04 54 33.8,7.25,,STARF6V,-57.7733,129.678,,144.06200428318084,1.4572527366668915
5005,HR 2676,,07 07 06.41,+04 54 37.1,6.11,,STARB9III,5.7166,210.332,,751.5123910071922,-3.269680728351723
5006,HR 5675,3Ser,15 15 11.40,+04 56 21.8,5.33,,STARK0III,49.2151,6.4592,0.021,467.27274741707936,-3.0178522627984723
5007,HR 2432,,06 37 52.70,+04 57 25.9,6.15,,STARB1I,-0.7463,206.975,,6939.497397811094,-8.056640086235687
5008,HR 5976,43Ser,16 03 45.70,+04 59 12.1,6.08,W,STARG9III,39.1956,15.968,,392.95949120135106,-1.8917389140339083
5009,HR 6047,9Her,16 13 15.41,+05 01 16.0,5.48,,STAR,37.1843,17.551,0.014,459.3751798551005,-2.8308376323189
5010,HR 8413,22NuPeg,22 05 40.80,+05 03 31.0,4.84,,STARK4III,-38.6366,65.3691,0.014,261.3432513598729,-2.2460564491822517
5011,HR 6900,,18 25 08.81,+05 05 04.9,6.74,,STARB9V,8.1571,34.4885,,953.6736189974309,-3.156998845633602
5012,HR 3613,18OmeHya,09 05 58.39,+05 05 31.9,4.97,,STARK2II,32.1054,224.687,0.011,550.0107549698506,-3.731855909092964
5013,HR 2251,,06 17 16.10,+05 06 01.1,5.71,W,STARF9V,-5.2291,204.467,0.05,62.96455167898097,1.7145194228118887
5014,HR 5040,64Vir,13 22 09.70,+05 09 16.9,5.87,,STARA2,66.8391,322.714,,208.14063669248333,-0.7217843935713271
5015,HR 1334,,04 18 24.50,+09 29 12.1,6.54,,STARA4III,-27.9295,184.167,,537.3251691880089,-2.111185920537989
5016,HR 1709,,05 14 44.09,+05 09 22.0,5.5,,STAR,-18.7856,196.616,,594.0917626541374,-3.369267653663817
5017,HR 2943,10AlpCMi,07 39 18.10,+05 13 30.0,0.38,,STARF5IV,13.0194,213.702,0.288,11.461778805774578,0.08373988497434315
5018,HR 2950,,07 40 07.01,+05 13 50.9,6.02,,STARA0III,13.2033,213.79,0.014,,
5019,HR 6234,45Her,16 47 46.39,+05 14 48.1,5.24,W,STARB9,29.8046,22.8492,0.014,397.75168011844073,-2.7580601139956933
5020,HR 8131,8AlpEqu,21 15 49.39,+05 14 52.1,3.92,W,STARG0III,-28.7133,56.3748,0.021,190.2896019236414,-2.47707528797838
5021,HR 7008,,18 39 36.89,+05 15 51.1,6.38,,STARF8I,5.0218,36.2836,,1725.6951200905894,-4.804820355048058
5022,HR 222 ,,00 48 22.99,+05 16 50.2,5.75,W,STARK2V,-57.5828,121.513,0.145,24.249544810194898,3.8264820457778566
5023,HR 4708,17Vir,12 22 31.99,+05 18 20.2,6.4,,STARF8V,67.1169,284.142,0.027,97.27300259383281,1.4600383912298227
5024,HR 1777,,05 23 31.10,+05 19 21.0,6.35,,STARA2V,-16.8203,197.638,,285.601031258425,-0.9287988563651304
5025,HR 908 ,,03 01 52.30,+05 20 10.0,6.25,,STARK0,-44.7526,172.006,,368.12232245724766,-1.5799607664790223
5026,HR 3526,,08 52 24.19,+05 20 24.0,6.33,,STARA5V,29.2571,222.554,,547.2422444582573,-2.3608980772130934
5027,HR 7794,,20 23 10.70,+05 20 35.2,5.31,,STARG8III,-17.6288,48.7507,0.002,259.0598710858788,-1.7570007253749642
5028,HR 8878,7Psc,23 20 20.59,+05 22 53.0,5.05,,STARK2III,-50.7347,85.4212,0.002,343.3225028390751,-2.628511349470039
5029,HR 7474,44SigAql,19 39 11.59,+05 23 52.1,5.17,,STARB3V,-8.0709,43.2672,,701.411564940046,-4.059864611464507
5030,HR 1578,,04 55 58.39,+05 23 57.1,6.5,,STARA0V,-22.634,193.774,,438.9722445452508,-1.712185307111401
5031,HR 1436,,04 32 04.80,+05 24 36.0,6.39,,STARF5V,-27.5922,190.146,,141.7454922629819,0.6324537174289402
5032,HR 2144,63Ori,06 04 58.20,+05 25 12.0,5.67,,STAR,-7.7784,202.731,,847.1594225899257,-3.9698257283717737
5033,HR 1253,40Tau,04 03 44.59,+05 26 08.2,5.33,,STARB3V,-33.2825,185.309,,671.103657813007,-3.803948029602809
5034,HR 6873,,18 21 28.49,+05 26 08.9,6.13,,STARB3V,9.1314,34.3905,,1358.9849070713392,-4.536073167356246
5035,HR 5859,,15 45 23.50,+05 26 48.8,5.58,,STARA0V,43.3196,13.2655,,344.0468119167947,-2.103087689223946
5036,HR 3649,,09 11 55.61,+05 28 05.9,6.35,,STARA9IV,33.5836,225.152,,166.40631515159254,0.2441509808681026
5037,HR 5015,60SigVir,13 17 36.29,+05 28 10.9,4.8,,STARM1III,67.4629,320.143,0.011,675.2720035137089,-4.347393722156717
5038,HR 2713,,07 12 07.39,+05 28 28.9,6.16,,STARK0III,7.0859,210.391,,753.2479854436983,-3.224689894147449
5039,HR 489 ,106NuPsc,01 41 25.90,+05 29 15.0,4.44,,STARK3III,-55.2161,145.118,0.041,363.20309320392136,-3.360747692577757
5040,HR 5610,,15 04 06.41,+05 29 33.0,6.5,,STARF0V,51.7405,4.5069,0.017,257.8311286143252,-0.556676748355093
5041,HR 5205,,13 50 24.70,+05 29 49.9,6.01,,STARK0,64.2119,338.543,,522.6865027197458,-2.581206427502158
5042,HR 5631,,15 07 40.30,+05 29 53.2,6.16,,STARK0III,51.0434,5.3864,,545.4120028379956,-2.5236234559722224
5043,HR 7048,,18 45 28.39,+05 29 58.9,5.83,,STARA1V,3.8277,37.1556,0.006,709.0356036893943,-3.423340217506407
5044,HR 8066,3Equ,21 04 34.70,+05 30 10.1,5.61,W,STARK5III,-26.2605,54.8281,0.011,1524.0952228837448,-5.3050605091683245
5045,HR 7288,,19 13 44.09,+05 30 56.9,6.49,,STARA2V,-2.4197,40.387,,615.3893918813611,-2.455750027910332
5046,HR 6158,28Her,16 32 35.69,+05 31 16.0,5.63,,STARB9III,33.2512,21.0055,,395.3410638752987,-2.3548596331646516
5047,HR 1292,45Tau,04 11 20.30,+05 31 23.2,5.72,W,STARF4V,-31.7238,186.581,0.032,122.33922644303127,0.2821713494749263
5048,HR 7975,,20 49 59.09,+05 32 40.9,6.21,W,STARK0,-23.2024,52.671,,446.17835526281993,-2.0375424911249747
5049,HR 2633,,07 01 55.01,+05 33 27.0,6.59,,STARB2IV,4.8558,209.166,,3507.0578247002304,-6.134714633144604
5050,HR 1448,,04 34 08.30,+05 34 07.0,5.68,,STARA2V,-27.08,190.325,,469.289752082189,-2.6772053529637088
5051,HR 754 ,78NuCet,02 35 52.51,+05 35 35.9,4.86,,STARG8III,-48.6703,164.478,0.002,340.1004981200432,-2.798036340060958
5052,HR 1552,3Pi4Ori,04 51 12.41,+05 36 18.0,3.69,,STARB2III,-23.5221,192.891,0.001,1052.117347410069,-6.420320906742914
5053,HR 3973,14Sex,10 06 47.40,+05 36 41.0,6.21,D,STARK1III,45.3494,234.174,,404.6605182346419,-1.8254541668888242
5054,HR 8969,17IotPsc,23 39 57.00,+05 37 35.0,4.13,W,STARF7V,-52.9638,92.4636,0.075,44.727972805419824,0.8771039240004166
5055,HR 3590,,09 01 31.39,+05 38 26.9,6.07,,STARK1II,31.3976,223.495,,865.1362803637172,-3.615422624885314
5056,HR 330 ,80Psc,01 08 22.20,+05 38 58.9,5.52,W,STARF0III,-56.9672,130.676,0.036,109.375042822643,0.32540881967060287
5057,HR 2710,,07 11 51.31,+05 39 16.9,6.09,,STARA1V,7.1072,210.199,,699.9063899079858,-3.1351997924642756
5058,HR 307 ,73Psc,01 04 52.61,+05 39 23.0,6.0,,STAR,-57.0546,129.088,,704.4414205121412,-3.239224420824513
5059,HR 8289,7Peg,21 42 15.50,+05 40 48.0,5.3,,STARM2III,-33.7464,61.3587,,785.9189824027021,-4.176888892353816
5060,HR 3469,10Hya,08 45 01.30,+05 40 50.2,6.13,,STARA6V,27.7945,221.231,,198.2713542231741,-0.3562998644843107
5061,HR 4079,,10 23 14.59,+05 41 39.1,6.54,W,STARF6V,48.769,237.481,0.007,190.6232482157343,0.13912067179122456
5062,HR 3410,4DelHya,08 37 39.41,+05 42 13.0,4.16,W,STARA1V,26.1817,220.255,0.033,162.18616494138308,-1.8900690229305663
5063,HR 8270,4Peg,21 38 31.90,+05 46 18.1,5.67,,STARA9IV,-32.9588,60.7631,0.033,172.7523186955092,-0.517119426104026
5064,HR 8513,30Peg,22 20 27.60,+05 47 21.8,5.37,,STARB5IV,-40.8568,69.3013,,1274.0483503793805,-5.1559295493550295
5065,HR 4629,11Vir,12 10 03.41,+05 48 24.8,5.72,,STARF2III,66.5147,276.297,0.019,155.01728978000065,-0.231900698505771
5066,HR 5392,,14 24 11.30,+05 49 12.0,5.1,,STARA5V,59.3297,353.099,0.023,159.02309980356966,-0.9073010740724463
5067,HR 3492,13RhoHya,08 48 25.99,+05 50 16.1,4.36,,STARA0V,28.6186,221.522,0.014,354.1328748068636,-3.3858312249300333
5068,HR 2918,,07 36 34.70,+05 51 42.1,5.91,,STARG0V,12.6986,212.807,,135.33459655482216,0.25295583696006574
5069,HR 6057,,16 14 13.49,+05 54 06.8,6.31,,STARK2III,37.4191,18.6604,,353.365522965462,-1.4311208707847163
5070,HR 3547,16ZetHya,08 55 23.59,+05 56 44.2,3.11,,STARG9II,30.1985,222.343,0.035,167.17395063922163,-3.0058430289416886
5071,HR 1839,32Ori,05 30 47.11,+05 56 53.2,4.2,,STARB5V,-14.9437,198.025,0.005,288.63396256382424,-3.10173715849718
5072,HR 4854,,12 47 02.30,+05 57 02.9,6.34,,STARA0,68.7967,299.906,,626.0199188044556,-2.642940759416655
5073,HR 3915,,09 53 42.91,+05 57 29.9,5.95,,STARM2III,42.7998,231.321,,1140.4069150249,-4.33529921026906
5074,HR 8077,4Equ,21 05 26.69,+05 57 29.9,5.94,W,STARF8V,-26.1838,55.3834,0.015,124.25004864652242,0.4685171627956022
5075,HR 1251,38NuTau,04 03 09.41,+05 59 21.1,3.91,,STARA1V,-33.0586,184.68,0.03,116.9438428458664,-1.4298868045840294
5076,HR 7953,13Del,20 47 48.31,+06 00 29.9,5.58,,STARA0V,-22.4957,52.7768,0.002,513.6320908616085,-2.9732607494543988
5077,HR 5087,,13 29 57.60,+06 00 47.9,6.51,,STARK0,66.9826,328.114,,421.39066885932994,-1.613424572499813
5078,HR 4386,77SigLeo,11 21 08.21,+06 01 45.8,4.05,,STARB9V,59.8991,253.359,0.001,220.07852746094562,-2.6628883576977307
5079,HR 1224,,03 57 01.70,+06 02 24.0,6.09,,STARA2V,-34.2214,183.496,,253.22700131764083,-0.9275500607953102
5080,HR 1153,29Tau,03 45 40.39,+06 03 00.0,5.35,,STARB3V,-36.391,181.282,,614.2304664729216,-3.5916567705069316
5081,HR 2231,,06 15 40.10,+06 03 58.0,6.07,,STARB6V,-5.1279,203.423,,731.2923266751601,-3.2504550823535663
5082,HR 7266,19Aql,19 08 59.90,+06 04 23.9,5.22,,STARF0III,-1.1172,40.3376,0.032,142.05417147087167,-0.5422699572845984
5083,HR 6434,,17 18 52.80,+06 05 07.1,6.51,,STARF0IV,23.3351,27.6935,,456.80164943574425,-1.7886383170334046
5084,HR 4294,59Leo,11 00 44.81,+06 06 05.0,4.99,,STARA5III,56.3241,246.543,0.035,152.40952228837446,-0.9250605091683219
5085,HR 6670,,17 53 14.21,+06 06 05.0,5.77,,STARF3IV,15.7114,31.7823,0.038,100.44853024241498,0.76028206721573
5086,HR 783 ,,02 40 15.70,+06 06 42.8,6.25,,STARF3V,-47.602,165.323,,129.22201968982623,0.6933173769462044
5087,HR 1360,,04 20 41.21,+06 07 50.9,5.77,,STARG8III,-29.4912,187.615,,381.9161331348026,-2.1398400224692526
5088,HR 2422,,06 37 24.10,+06 08 07.1,6.06,,STARO8,-0.3109,205.874,,4941.763298441233,-7.409409698204936
5089,HR 434 ,98MuPsc,01 30 11.09,+06 08 38.0,4.84,W,STARK4III,-55.4324,140.081,0.018,303.9668012088736,-2.5741307660845223
5090,HR 4267,56Leo,10 56 01.51,+06 11 07.1,5.81,,STARM5III,55.4969,245.05,-0.003,388.7441927260088,-2.1383195717707766
5091,HR 1322,,04 15 29.21,+06 11 12.1,6.31,,STARG0IV,-30.5,186.679,,72.03100214159042,2.0224027149867974
5092,HR 1067,,03 30 45.41,+06 11 19.0,5.94,,STARG8III,-39.0744,178.041,,523.5254858701787,-2.6546891426184276
5093,HR 6928,,18 27 58.80,+06 11 39.1,5.73,S,STARB8III,8.025,35.8094,,893.5791169784148,-4.0256650536319025
5094,HR 8450,26ThePeg,22 10 12.00,+06 11 52.1,3.53,,STARA2V,-38.717,67.4169,0.049,92.29099538684815,-1.2957966500605522
5095,HR 1321,,04 15 25.80,+06 11 58.9,6.93,,STARG5IV,-30.5035,186.657,,72.09469003030976,2.640483605352811
5096,HR 7163,,18 58 23.81,+06 14 25.1,6.21,,STARF5IV,1.3012,39.2777,,179.7995466908056,-0.06394296229389429
5097,HR 6719,,18 00 52.90,+06 16 05.9,6.34,,STARB2IV,14.085,32.8135,,2249.3543289456647,-5.4202893647394035
5098,HR 6590,,17 41 32.30,+06 18 46.1,5.95,,STARG7III,18.4074,30.6223,,929.2204492795482,-3.8905937935851576
5099,HR 2467,,06 41 59.30,+06 20 42.0,6.37,,STARO6V,0.7984,206.21,,6272.238032636949,-7.617112657740282
5100,HR 1790,24GamOri,05 25 07.90,+06 20 58.9,1.64,W,STARB2III,-15.953,196.928,0.029,252.44301679343764,-5.370816807618951
5101,HR 5183,,13 46 57.10,+06 21 02.2,6.33,,STARG0IV,65.387,337.849,0.026,102.69407358221707,1.272273092861015
5102,HR 2454,,06 40 31.80,+06 22 18.1,6.51,,STARB8III,0.4884,206.021,,939.9319241991972,-3.355482001959908
5103,HR 4207,,10 46 05.69,+06 22 23.2,6.37,,STAR,53.7154,242.083,,407.18648901013904,-1.6789667954930882
5104,HR 6014,,16 09 11.21,+06 22 44.0,5.97,,STARK1IV,38.7425,18.3929,0.03,96.78230792199447,1.0410201284424163
5105,HR 8916,10ThePsc,23 27 58.10,+06 22 44.0,4.28,,STARK1III,-50.8778,88.8044,0.016,148.52294066353434,-1.578967697024006
5106,HR 7602,60BetAql,19 55 18.79,+06 24 24.1,3.71,,STARG8IV,-11.0951,46.1253,0.07,44.678955848920744,0.4594849246880015
5107,HR 1089,,03 34 49.20,+06 25 04.1,6.49,,STARG0,-38.175,178.697,,474.06450246674626,-1.8891871847367199
5108,HR 3482,11EpsHya,08 46 46.61,+06 25 08.0,3.38,,STARG5III,28.5232,220.718,0.027,135.1663397004233,-2.2743427663703484
5109,HR 5854,24AlpSer,15 44 16.10,+06 25 32.2,2.65,,STARK2III,44.0789,14.2028,0.053,73.95836228959669,-1.694936428575085
5110,HR 1999,52Ori,05 48 00.19,+06 27 15.1,5.27,,STARA5V,-10.9763,199.751,0.023,479.6417319075315,-3.134584812383096
5111,HR 284 ,,00 59 49.70,+06 28 59.2,6.11,W,STARM2III,-56.3274,126.693,0.001,923.9557441844798,-3.718255848975165
5112,HR 6690,,17 56 55.99,+06 29 16.1,6.29,,STARB9III,15.0611,32.5655,,567.2284829515154,-2.478790152466124
5113,HR 4517,3NuVir,11 45 51.60,+06 31 45.8,4.03,,STARM1III,64.1733,262.866,0.014,293.83457450191116,-3.3105144819809915
5114,HR 1199,31Tau,03 52 00.19,+06 32 04.9,5.67,W,STARB5V,-34.8751,182.071,,704.4414205121412,-3.569224420824513
5115,HR 4077,43Leo,10 23 00.41,+06 32 33.0,6.07,,STARK3III,49.2092,236.372,,243.40028186352342,-0.8616053840902378
5116,HR 6317,,17 00 29.40,+06 35 01.0,6.59,S,STARA7V,27.6301,25.8791,,231.31657992703646,-0.23103381263737788
5117,HR 4589,8PiVir,12 00 52.39,+06 36 51.1,4.66,S,STARA5V,66.2279,270.297,0.021,384.16534475514885,-3.262590924694514
5118,HR 7135,,18 55 27.50,+06 36 55.1,5.57,,STARK0III,2.1218,39.2789,0.011,282.63117651397005,-1.6861003318157124
5119,HR 8776,,23 04 01.01,+06 37 00.1,6.41,,STARF2V,-47.4064,81.401,,264.3082477286235,-0.7005535774281633
5120,HR 8265,3Peg,21 37 43.70,+06 37 05.9,6.18,,STARA2V,-32.2814,61.411,,287.86970670531457,-1.1159798265972931
5121,HR 3395,,08 35 51.00,+06 37 12.0,5.99,,STARF8V,26.2022,219.118,0.052,86.55954822110441,1.3034250946899224
5122,HR 3396,,08 35 51.29,+06 37 21.0,7.25,,STARG5V,26.2045,219.116,0.052,76.36534247181488,2.835518481219843
5123,HR 958 ,,03 12 26.40,+06 39 38.9,5.56,,STARK1III,-41.9899,173.4,,827.8080652211202,-4.029648266786406
5124,HR 6987,,18 36 39.10,+06 40 18.8,5.45,,STARF3V,6.3136,37.2133,0.032,109.19195771580895,0.25904673710636406
5125,HR 2760,,07 17 17.81,+06 40 50.2,6.65,,STARB8III,8.776,209.884,,1079.9880056196073,-3.5170946611285228
5126,HR 3876,,09 46 10.01,+06 42 31.0,5.79,,STARM1III,41.5855,229.142,,1199.1043297688286,-4.604284855743284
5127,HR 8385,18Peg,22 00 07.90,+06 43 03.0,6.0,,STARB3III,-36.5062,65.801,,1503.0247820143843,-4.884830706671629
5128,HR 216 ,60Psc,00 47 23.59,+06 44 26.9,5.99,,STARG8III,-56.1168,121.131,,379.6931055845418,-1.907163556758066
5129,HR 1159,,03 46 09.50,+06 48 11.2,5.91,W,STARG9III,-35.81,180.671,,369.79181144798343,-1.929786450255179
5130,HR 4829,31Vir,12 41 57.10,+06 48 24.1,5.59,,STARA2V,69.5539,296.177,0.012,274.08098966144655,-1.5993945689516238
5131,HR 8178,10BetEqu,21 22 53.59,+06 48 40.0,5.16,,STARA3V,-29.2308,58.9978,0.028,289.40228722016093,-2.147509795683744
5132,HR 3827,10Leo,09 37 12.70,+06 50 08.9,5.0,,STARK1III,39.7286,227.522,0.019,266.25010424254805,-2.1264489324115203
5133,HR 9072,28OmePsc,23 59 18.70,+06 51 47.9,4.01,,STARF4IV,-53.7421,100.689,0.018,104.33665313407595,-1.082184507498436
5134,HR 8359,,21 53 57.79,+06 51 51.8,6.15,,STARG0III,-35.2505,64.7044,,519.3572893266264,-2.4273311572282967
5135,HR 1807,,05 26 38.81,+06 52 09.1,6.42,,STARA0V,-15.3647,196.663,,332.1348041722214,-1.1865719369795293
5136,HR 753 ,,02 36 04.90,+06 53 12.8,5.82,W,STARK3V,-47.5932,163.402,0.147,23.598609195942508,3.955567958947433
5137,HR 2851,5EtaCMi,07 28 02.11,+06 56 30.8,5.25,,STARF0III,11.2792,210.852,0.01,317.5816725385797,-2.259277157927885
5138,HR 6111,21Her,16 24 10.80,+06 56 53.2,5.85,,STARA2,35.7711,21.3014,,370.2115524371412,-1.9922498338540375
5139,HR 4146,48Leo,10 34 48.00,+06 57 13.0,5.08,,STARG8III,51.8349,238.511,0.034,257.2211180576667,-1.9715331081857084
5140,HR 132 ,51Psc,00 32 23.81,+06 57 20.2,5.67,,STARB9V,-55.6059,114.547,,263.8805644798716,-1.4370370221502906
5141,HR 1543,1Pi3Ori,04 49 50.40,+06 57 41.0,3.19,W,STARF6V,-23.0647,191.452,0.125,26.315667072544894,1.088928083154023
5142,HR 4808,,12 38 30.00,+06 59 17.9,7.08,,STARM4III,69.6272,293.674,0.014,1725.6951200905894,-4.104820355048057
5143,HR 8090,,21 08 28.20,+06 59 21.8,6.15,,STARK5III,-26.2176,56.8049,,1259.2910335796191,-4.350630555508017
5144,HR 367 ,88Psc,01 14 42.41,+06 59 43.1,6.03,,STAR,-55.4146,133.14,,457.4423249608996,-2.2716817266549496
5145,HR 2248,,06 16 58.39,+07 03 11.2,6.57,,STARB7III,-4.3778,202.702,,1269.0909638020287,-3.947463759257804
5146,HR 9048,26Psc,23 55 07.80,+07 04 16.0,6.21,,STARB9V,-53.1839,99.1787,,398.23733540552064,-1.7907098671121853
5147,HR 2310,,06 25 13.10,+07 05 08.9,5.98,,STARF7I,-2.5546,203.632,0.005,6153.893918813611,-7.965750027910332
5148,HR 7598,,19 54 40.30,+07 08 25.1,6.15,,STARA2V,-10.5966,46.6968,,260.7165289345495,-0.9308428274471776
5149,HR 2779,,07 19 47.59,+07 08 34.1,5.91,,STARF8V,9.5367,209.745,,176.3007447011467,-0.32127073389920824
5150,HR 5086,,13 30 00.10,+07 10 44.0,6.17,,STARK5,68.052,329.327,,696.9153369596611,-3.0459001105436574
5151,HR 3103,,07 58 05.81,+07 12 49.0,6.41,,STARA0V,18.087,214.015,,801.3670213688487,-3.109157329788177
5152,HR 6250,47Her,16 50 19.39,+07 14 52.1,5.49,,STARA3,30.1775,25.2343,0.025,192.7638166058637,-0.935127582399252
5153,HR 8983,,23 41 56.69,+07 15 02.2,5.89,,STARA3V,-51.7249,94.3648,,313.0099594022278,-1.587790781096749
5154,HR 6857,,18 19 09.50,+07 15 34.9,5.39,,STARK2III,10.4606,35.7861,,149.1341461806682,-0.4778854607260934
5155,HR 7669,63TauAql,20 04 08.30,+07 16 41.2,5.52,,STAR,-12.5683,48.0058,0.005,549.0848109379148,-3.178197151008309
5156,HR 3599,,09 02 44.81,+07 17 53.2,5.85,,STAR,32.4447,221.94,,551.8720434807469,-2.859191971508002
5157,HR 221 ,62Psc,00 48 17.40,+07 18 00.0,5.93,,STARG8III,-55.5633,121.551,,600.6563125177189,-2.963130227970044
5158,HR 2613,,06 59 20.09,+07 19 00.8,6.35,,STARB7III,5.0765,207.299,,1035.4170720543536,-3.725576606966275
5159,HR 2385,13Mon,06 32 54.19,+07 19 59.2,4.5,,STARA0I,-0.751,204.297,0.007,1274.0483503793805,-6.025929549355029
5160,HR 4310,63ChiLeo,11 05 01.01,+07 20 10.0,4.63,W,STARF2III,57.9365,246.137,0.029,94.56549077910158,-0.24866340407732412
5161,HR 8738,,22 58 42.60,+07 20 22.9,6.33,,STARA1V,-46.038,80.4965,,321.0200567885053,-1.2026608361747755
5162,HR 5868,27LamSer,15 46 26.59,+07 21 11.2,4.43,,STARG0V,44.1032,15.6966,0.094,38.54820679554679,1.499979099337816
5163,HR 8163,9Equ,21 21 04.80,+07 21 15.8,5.82,,STARM2III,-28.5463,59.1925,,742.9530243670191,-3.5348067747036698
5164,HR 7010,,18 39 51.60,+07 21 29.9,6.28,,STARG8III,5.9104,38.1896,,481.0566042730404,-2.1309809065789596
5165,HR 7429,38MuAql,19 34 05.40,+07 22 44.0,4.45,,STARK3III,-6.0127,44.4144,0.045,107.60685506338547,-0.7091996940761662
5166,HR 2061,58AlpOri,05 55 10.30,+07 24 24.8,0.5,,STARM1I,-8.9586,199.787,0.005,497.94866823988,-7.985922875955364
5167,HR 2682,,07 07 49.51,+07 28 16.0,5.75,,STAR,7.0268,208.11,,563.3098060399333,-3.0037365572770973
5168,HR 751 ,,02 35 04.10,+07 28 17.0,6.18,,STAR,-47.2612,162.6,,384.6183699258507,-1.7451501146307073
5169,HR 8038,,21 00 03.89,+07 30 59.0,5.99,W,STARF1V,-24.2027,55.9755,0.009,235.49196945640534,-0.8698805089119386
5170,HR 1920,,05 38 01.10,+07 32 29.0,5.88,,STARB8III,-12.591,197.533,,929.2204492795482,-3.960593793585158
5171,HR 5274,,14 03 36.79,+07 32 47.0,6.26,,STARG9III,63.9972,347.39,,434.87517026282853,-1.9318230589557768
5172,HR 3306,,08 25 54.79,+07 33 51.8,5.13,,STARG7II,24.4248,216.959,0.016,422.48235452995,-2.999042874235598
5173,HR 2404,14Mon,06 34 46.39,+07 34 21.0,6.45,,STARA0V,-0.2293,204.298,,642.0401135770106,-2.58781081449468
5174,HR 361 ,86ZetPsc,01 13 43.90,+07 34 31.1,5.24,,STARA7IV,-54.8789,132.565,0.026,147.64888080449134,-0.6061507965571007
5175,HR 362 ,86ZetPsc,01 13 45.29,+07 34 41.9,6.3,,STARF7V,-54.875,132.574,0.026,195.4202382846743,-0.15484769251804398
5176,HR 224 ,63DelPsc,00 48 40.99,+07 35 06.0,4.43,W,STARK4III,-55.2803,121.733,0.019,311.217917649925,-3.035322962675739
5177,HR 6497,,17 26 19.01,+07 35 44.2,6.06,,STARB9V,22.3611,30.056,,985.3666999913032,-3.907989407035682
5178,HR 4770,,12 31 21.41,+07 36 15.1,6.05,,STARK5,69.9038,288.31,,763.8322662696052,-3.3649900007891596
5179,HR 7519,49UpsAql,19 45 39.91,+07 36 47.9,5.91,,STARA3IV,-8.4165,46.0108,0.027,174.7890555718764,-0.30257117886187146
5180,HR 2606,,06 58 39.00,+07 37 18.8,6.27,,STARA3V,5.0621,206.949,,251.6638716798776,-0.7341043682414039
5181,HR 4847,32Vir,12 45 37.10,+07 40 23.9,5.22,,STARF0III,70.4962,298.61,0.014,252.63855747259598,-1.7924981645821747
5182,HR 770 ,,02 38 00.79,+07 41 43.1,6.39,,STARF6IV,-46.6571,163.284,,249.7368895077499,-0.5974134912190019
